shipment_id,ship_date_key,delivery_date_key,product_id,facility_id,customer_id,quantity,carrier,status,shipping_cost,total_weight_kg,tracking_number,delay_reason
639,348,358,2,4,1,6304,FedEx International,Delivered,1096.78,283.68,BOAT2377316682,
640,193,204,5,1,2,448,CMA CGM,Delivered,58.76,22.4,BOAT4756338277,
641,668,677,6,1,3,168,CMA CGM,Delivered,18.44,7.22,BOAT7651256953,
642,226,248,6,6,1,3304,C.H. Robinson,Delayed,536.46,142.07,BOAT7162616389,Weather Disruption
643,350,355,3,1,2,4512,DHL Express,Delivered,621.25,189.5,BOAT1698804983,
644,161,177,4,6,5,1000,CMA CGM,Delivered,386.96,40.0,BOAT4543035846,
645,268,274,11,2,5,5648,DB Schenker,Delivered,45900.2,11860.8,BOAT6565002112,
646,21,39,4,2,3,3504,DHL Express,Delivered,761.87,140.16,BOAT7196395431,
647,149,163,5,2,3,3256,Kuehne+Nagel,In Transit,783.38,162.8,BOAT1943647270,
648,21,42,9,2,4,2840,DHL Express,Delivered,987.33,142.0,BOAT3231811280,
649,646,672,7,1,4,736,C.H. Robinson,Delivered,78.01,44.16,BOAT6033669844,
650,593,605,16,2,2,5304,XPO Logistics,Delivered,1664.0,265.2,BOAT7409743244,
651,145,159,10,2,1,200,C.H. Robinson,Delivered,2788.47,640.0,BOAT6487809070,
652,357,376,3,5,3,4288,XPO Logistics,Delivered,1302.05,180.1,BOAT9650132709,
653,624,638,11,2,1,152,UPS Worldwide,Delivered,1036.03,319.2,BOAT7853395947,
654,59,68,4,1,3,3168,DB Schenker,Delivered,829.85,126.72,BOAT1046163618,
655,503,521,11,4,2,1080,CMA CGM,Delivered,16401.74,2268.0,BOAT8602734138,
656,18,31,3,1,1,856,XPO Logistics,Delivered,256.26,35.95,BOAT1596283584,
657,103,117,8,4,3,312,CMA CGM,Delivered,84.41,17.16,BOAT2505473236,
658,250,259,1,4,1,10552,CMA CGM,Delivered,3272.73,474.84,BOAT7217809281,
659,321,332,16,4,2,2272,DB Schenker,Delivered,778.87,113.6,BOAT2084347663,
660,194,208,2,1,4,4752,Maersk Line,Delivered,943.87,213.84,BOAT4315743127,
661,191,216,9,5,4,3000,Maersk Line,In Transit,1143.45,150.0,BOAT3823115402,
662,160,167,9,2,2,6184,C.H. Robinson,Delivered,2247.78,309.2,BOAT1130288052,
663,651,677,7,5,2,512,FedEx International,Delivered,70.89,30.72,BOAT4774798572,
664,396,404,16,1,5,3520,Maersk Line,Delivered,829.56,176.0,BOAT8043105273,
665,482,495,14,1,5,3016,FedEx International,Delivered,3312.22,663.52,BOAT3024253620,
666,174,204,1,3,1,11320,CMA CGM,Delayed,4099.01,509.4,BOAT8479127241,Mechanical Failure
667,192,220,14,2,2,6208,Kuehne+Nagel,In Transit,8120.1,1365.76,BOAT3244126459,
668,588,595,3,4,1,6104,DB Schenker,Delivered,1595.21,256.37,BOAT3740507573,
669,508,516,1,4,4,2456,DHL Express,Delivered,423.02,110.52,BOAT6919382715,
670,81,95,5,1,5,5480,C.H. Robinson,In Transit,1711.43,274.0,BOAT4096865472,
671,687,698,15,3,4,2512,DHL Express,Delivered,642.6,113.04,BOAT3101888053,
672,605,627,15,4,1,1016,DHL Express,Delivered,297.34,45.72,BOAT5343416773,
673,497,510,1,6,2,4376,DHL Express,Delivered,759.8,196.92,BOAT5713747540,
674,275,291,15,6,1,520,UPS Worldwide,Delivered,44.16,23.4,BOAT9119429260,
675,255,280,10,5,2,104,DB Schenker,Delayed,2146.76,332.8,BOAT9805413680,Carrier Capacity
676,474,484,11,1,4,4608,FedEx International,Delivered,63528.71,9676.8,BOAT7532935843,
677,146,155,8,5,2,472,Maersk Line,Delivered,100.15,25.96,BOAT2210973642,
678,137,144,1,5,5,864,Maersk Line,Delivered,191.22,38.88,BOAT4328977130,
679,420,425,15,6,4,2848,XPO Logistics,Delivered,582.69,128.16,BOAT8932616339,
680,316,322,6,3,2,704,Kuehne+Nagel,Delivered,59.96,30.27,BOAT4762594414,
681,565,578,9,1,1,736,Kuehne+Nagel,Delivered,94.8,36.8,BOAT6130982458,
682,347,368,14,4,4,56,C.H. Robinson,Delivered,58.37,12.32,BOAT6805184982,
683,39,47,12,1,5,5240,UPS Worldwide,Delivered,6989.45,1834.0,BOAT8219367443,
684,158,179,3,5,1,4744,Kuehne+Nagel,Delivered,1779.06,199.25,BOAT8541593219,
685,358,372,2,4,2,6104,Maersk Line,Processing,1846.76,274.68,BOAT8976232759,
686,390,398,11,5,3,3744,Kuehne+Nagel,In Transit,41986.26,7862.4,BOAT2836052116,
687,187,198,1,4,4,3224,C.H. Robinson,Delivered,759.13,145.08,BOAT2084848406,
688,259,286,7,4,1,480,UPS Worldwide,Delivered,110.25,28.8,BOAT5002301661,
689,89,103,7,3,2,512,DB Schenker,Delivered,119.51,30.72,BOAT3384307442,
690,646,672,13,1,5,4872,XPO Logistics,Delivered,10072.45,1169.28,BOAT3613888640,
691,204,216,4,5,1,10904,DHL Express,Delivered,2571.4,436.16,BOAT5094540807,
692,692,711,9,5,4,344,FedEx International,Delivered,37.36,17.2,BOAT7896013283,
693,537,542,5,4,5,912,FedEx International,Delivered,65.62,45.6,BOAT5399801337,
694,506,514,16,5,4,6920,DB Schenker,Delivered,1796.5,346.0,BOAT9379328944,
695,476,501,11,4,4,376,DB Schenker,Delivered,1363.83,789.6,BOAT8563456027,
696,196,202,1,4,5,1352,DHL Express,Delivered,182.34,60.84,BOAT4640861159,
697,94,123,11,6,1,5280,Kuehne+Nagel,Delayed,87136.17,11088.0,BOAT7578636871,Mechanical Failure
698,391,408,3,6,2,2392,XPO Logistics,Delivered,433.38,100.46,BOAT8752791992,
699,645,650,4,1,3,600,Maersk Line,Delivered,115.61,24.0,BOAT8066145686,
700,253,262,16,2,4,2560,FedEx International,Delivered,443.33,128.0,BOAT8568815803,
701,492,510,3,2,1,4072,C.H. Robinson,Delayed,1252.38,171.02,BOAT1308538067,Port Congestion
702,1,21,2,1,2,3576,CMA CGM,Delayed,509.38,160.92,BOAT2973812267,Customs Clearance
703,102,107,9,4,2,952,XPO Logistics,Delivered,162.48,47.6,BOAT5812097427,
704,201,223,3,1,3,1776,FedEx International,Delivered,397.81,74.59,BOAT6127819018,
705,691,709,9,4,5,992,DHL Express,Delayed,242.42,49.6,BOAT8733129984,Customs Clearance
706,88,97,9,5,5,904,FedEx International,In Transit,71.87,45.2,BOAT3664591165,
707,369,390,16,2,1,5272,UPS Worldwide,In Transit,1072.0,263.6,BOAT7748733948,
708,493,501,11,3,2,240,XPO Logistics,In Transit,1150.84,504.0,BOAT8298331444,
709,116,124,7,4,5,856,XPO Logistics,Delivered,40.32,51.36,BOAT4963536131,
710,475,489,2,1,2,4752,XPO Logistics,Delivered,1029.64,213.84,BOAT4014648252,
711,477,497,8,1,2,904,DHL Express,Delayed,134.79,49.72,BOAT9320568757,Mechanical Failure
712,224,229,4,2,1,3496,CMA CGM,Delivered,480.18,139.84,BOAT9988540083,
713,292,301,9,3,3,5624,FedEx International,Delayed,1502.61,281.2,BOAT3295550129,Carrier Capacity
714,330,335,5,3,1,864,XPO Logistics,Delivered,100.5,43.2,BOAT5870785990,
715,178,194,13,5,1,488,Kuehne+Nagel,Delivered,187.0,117.12,BOAT2709177668,
716,375,390,1,2,3,5160,UPS Worldwide,Delivered,1376.87,232.2,BOAT5061101051,
717,624,647,5,1,2,880,Kuehne+Nagel,In Transit,171.53,44.0,BOAT2052649641,
718,199,213,12,1,3,448,DB Schenker,In Transit,417.13,156.8,BOAT8440266551,
719,220,245,8,4,3,3424,DHL Express,Delayed,1062.68,188.32,BOAT5099597827,Carrier Capacity
720,501,517,3,3,4,2224,XPO Logistics,Delivered,742.64,93.41,BOAT9531460462,
721,17,28,6,2,3,328,DB Schenker,Delivered,40.13,14.1,BOAT5893488594,
722,440,463,9,6,5,4392,Kuehne+Nagel,Delivered,1168.24,219.6,BOAT2190665357,
723,678,697,9,1,2,288,XPO Logistics,In Transit,44.67,14.4,BOAT1115993340,
724,190,204,15,3,1,848,Kuehne+Nagel,Delivered,265.39,38.16,BOAT1839629146,
725,293,305,5,1,3,4712,Kuehne+Nagel,Delivered,1048.67,235.6,BOAT3351124252,
726,562,572,1,6,4,4016,DB Schenker,Delivered,726.6,180.72,BOAT8220756929,
727,575,581,13,5,2,56,Kuehne+Nagel,Delivered,29.55,13.44,BOAT6240505197,
728,721,731,2,2,1,4536,FedEx International,Delivered,1945.82,204.12,BOAT4927347350,
729,619,642,1,3,3,6024,Maersk Line,Delivered,2696.93,271.08,BOAT5016225817,
730,709,714,9,4,4,3344,DHL Express,In Transit,684.81,167.2,BOAT9893077837,
731,316,331,3,2,3,8424,Kuehne+Nagel,Delivered,2423.44,353.81,BOAT5540799495,
732,477,498,5,3,2,5288,Kuehne+Nagel,Delivered,1068.96,264.4,BOAT5413230271,
733,356,377,10,4,5,192,C.H. Robinson,Delivered,2737.33,614.4,BOAT1772508468,
734,312,322,3,1,5,5568,UPS Worldwide,Delivered,1589.86,233.86,BOAT7648862779,
735,399,407,4,2,1,9584,DHL Express,Delivered,2234.39,383.36,BOAT5280856215,
736,105,116,3,4,2,8048,Maersk Line,Delivered,2275.6,338.02,BOAT4361053466,
737,511,522,8,5,5,216,DHL Express,Delivered,37.87,11.88,BOAT2960332109,
738,368,375,11,1,5,5832,Kuehne+Nagel,Delivered,74933.93,12247.2,BOAT4999961674,
739,384,398,16,3,2,1992,Kuehne+Nagel,Delivered,1023.05,99.6,BOAT7987519196,
740,648,654,2,4,1,2424,DHL Express,Delivered,747.86,109.08,BOAT2466983073,
741,48,59,4,3,1,3976,Kuehne+Nagel,Delivered,518.24,159.04,BOAT9173271850,
742,360,392,9,4,1,3352,Maersk Line,Delayed,953.17,167.6,BOAT4140286400,Documentation Issue
743,241,253,16,6,1,5320,C.H. Robinson,Delivered,1771.2,266.0,BOAT8335573288,
744,630,644,16,4,5,5016,DB Schenker,Delivered,1252.95,250.8,BOAT8833166778,
745,388,404,14,3,4,3920,DHL Express,Delivered,7537.36,862.4,BOAT9165034600,
746,688,700,3,2,1,7136,CMA CGM,Delivered,1165.34,299.71,BOAT2530203025,
747,532,540,4,5,2,1368,XPO Logistics,Delivered,175.09,54.72,BOAT4072233211,
748,679,695,10,6,5,1288,DHL Express,In Transit,38388.05,4121.6,BOAT5425159587,
749,166,182,11,2,2,592,C.H. Robinson,Delivered,3748.81,1243.2,BOAT6914802082,
750,673,678,1,2,5,5696,DB Schenker,In Transit,1331.78,256.32,BOAT1289362371,
751,121,134,10,4,5,6080,XPO Logistics,In Transit,118214.21,19456.0,BOAT3692103989,
752,445,454,12,1,4,4032,XPO Logistics,Delivered,7506.05,1411.2,BOAT4777461039,
753,234,240,2,4,5,6184,CMA CGM,Delivered,988.65,278.28,BOAT6656151109,
754,609,615,8,3,5,912,FedEx International,In Transit,129.64,50.16,BOAT8306085746,
755,666,681,5,6,2,3760,FedEx International,Delivered,1471.49,188.0,BOAT4229810052,
756,76,96,15,5,4,4712,FedEx International,In Transit,2122.86,212.04,BOAT3504919829,
757,369,385,10,4,4,88,DHL Express,Delivered,1599.26,281.6,BOAT2510426278,
758,432,460,3,3,2,3880,CMA CGM,Delivered,839.81,162.96,BOAT6559137357,
759,106,120,9,2,1,5336,UPS Worldwide,In Transit,2108.43,266.8,BOAT1323773186,
760,433,442,12,4,5,648,C.H. Robinson,Delivered,323.86,226.8,BOAT5960260535,
761,616,630,5,1,5,792,XPO Logistics,Delivered,53.94,39.6,BOAT1940246473,
762,512,530,7,2,2,304,CMA CGM,Delivered,75.34,18.24,BOAT9969624976,
763,501,511,8,1,4,3712,C.H. Robinson,Processing,1074.38,204.16,BOAT4229945446,
764,619,631,12,6,5,4096,XPO Logistics,Delivered,5186.82,1433.6,BOAT7745465374,
765,366,383,5,5,3,5944,CMA CGM,Delivered,2213.67,297.2,BOAT5102847233,
766,107,121,14,3,4,840,Kuehne+Nagel,Delivered,821.71,184.8,BOAT6439872485,
767,643,653,12,4,1,2848,CMA CGM,Delivered,5407.22,996.8,BOAT9209521325,
768,321,329,5,4,5,6096,Maersk Line,In Transit,1712.24,304.8,BOAT8995234013,
769,31,45,5,6,4,5504,FedEx International,Delivered,1429.73,275.2,BOAT9912995732,
770,265,270,2,6,2,3616,FedEx International,Delivered,1153.31,162.72,BOAT7246261749,
771,317,326,6,2,5,2328,UPS Worldwide,Delivered,587.09,100.1,BOAT4833945589,
772,371,387,9,2,3,3488,UPS Worldwide,Delivered,1098.08,174.4,BOAT5548344647,
773,466,474,12,4,2,4496,CMA CGM,Delivered,5600.1,1573.6,BOAT8846653297,
774,633,640,5,1,4,4272,CMA CGM,Delivered,851.29,213.6,BOAT4440873885,
775,363,368,5,4,4,952,C.H. Robinson,Delivered,80.6,47.6,BOAT7567874619,
776,243,270,1,3,5,4272,UPS Worldwide,Delivered,1264.89,192.24,BOAT2057787905,
777,401,418,1,4,5,3736,UPS Worldwide,Delayed,608.85,168.12,BOAT8635597666,Security Check
778,251,261,8,4,3,6384,C.H. Robinson,Delivered,2204.9,351.12,BOAT7184696509,
779,259,272,3,4,2,9832,FedEx International,Delivered,1316.9,412.94,BOAT1927349262,
780,532,544,6,5,5,5384,Maersk Line,Delivered,1292.3,231.51,BOAT2137577181,
781,490,502,3,3,1,3816,CMA CGM,Delivered,767.75,160.27,BOAT2171698434,
782,711,725,9,6,2,816,DB Schenker,Delivered,124.48,40.8,BOAT8036326707,
783,220,234,7,1,5,4664,DHL Express,Delivered,1682.43,279.84,BOAT7297285532,
784,196,205,2,4,1,2168,UPS Worldwide,Delivered,470.92,97.56,BOAT3465094470,
785,148,153,9,4,2,1704,C.H. Robinson,Delivered,395.26,85.2,BOAT3342664057,
786,580,601,2,4,2,2056,CMA CGM,Delivered,522.88,92.52,BOAT4780896840,
787,217,231,9,1,3,440,XPO Logistics,Delivered,39.11,22.0,BOAT7056539436,
788,649,665,2,4,2,6248,UPS Worldwide,Delayed,1941.4,281.16,BOAT8348845003,Weather Disruption
789,688,698,2,1,1,4664,Maersk Line,Delivered,883.48,209.88,BOAT4285945322,
790,523,537,11,5,5,784,Kuehne+Nagel,In Transit,10664.05,1646.4,BOAT3086160436,
791,34,39,3,4,5,4152,XPO Logistics,Delivered,823.11,174.38,BOAT3733101691,
792,218,248,12,2,3,728,DHL Express,Delayed,872.32,254.8,BOAT2049855146,Mechanical Failure
793,20,26,6,6,5,3592,FedEx International,Delivered,647.44,154.46,BOAT9980594914,
794,180,194,12,2,4,4752,Maersk Line,Delivered,6089.09,1663.2,BOAT1445046378,
795,545,552,6,3,2,136,UPS Worldwide,Delivered,22.38,5.85,BOAT3775083162,
796,104,118,3,4,4,2344,UPS Worldwide,Delivered,413.29,98.45,BOAT6288864767,
797,609,625,15,4,3,48,XPO Logistics,Delivered,6.34,2.16,BOAT4784404454,
798,533,543,4,4,4,6176,XPO Logistics,Delivered,1052.99,247.04,BOAT6781276227,
799,8,19,8,5,4,80,Kuehne+Nagel,Delivered,18.66,4.4,BOAT1677102768,
800,462,469,15,5,4,168,UPS Worldwide,Delivered,15.42,7.56,BOAT7064983017,
801,110,122,3,6,4,4824,FedEx International,In Transit,768.87,202.61,BOAT2044508738,
802,675,680,13,1,3,496,CMA CGM,In Transit,270.95,119.04,BOAT6583089718,
803,685,696,12,1,2,232,DB Schenker,Delivered,179.11,81.2,BOAT5920996480,
804,55,62,4,6,1,4264,DB Schenker,In Transit,1170.86,170.56,BOAT6785746572,
805,179,184,12,3,5,4872,FedEx International,Delivered,6803.14,1705.2,BOAT4613393791,
806,468,479,7,4,5,5832,XPO Logistics,Delivered,1146.38,349.92,BOAT5064183950,
807,466,473,5,4,5,784,C.H. Robinson,Delivered,43.65,39.2,BOAT3175086907,
808,423,436,11,1,5,344,XPO Logistics,Delivered,1785.47,722.4,BOAT5583206377,
809,208,216,12,2,4,168,Kuehne+Nagel,Delivered,178.26,58.8,BOAT3518395912,
810,244,256,5,6,4,448,C.H. Robinson,Delivered,51.85,22.4,BOAT3371506686,
811,673,691,1,4,4,9040,FedEx International,Delayed,1685.43,406.8,BOAT1158247555,Mechanical Failure
812,403,414,16,4,5,4664,FedEx International,Delivered,1125.5,233.2,BOAT8582485170,
813,75,89,2,4,4,4880,DHL Express,Delivered,1043.29,219.6,BOAT6249311455,
814,205,217,10,5,2,1120,UPS Worldwide,In Transit,19263.15,3584.0,BOAT4574172385,
815,218,246,4,1,5,744,Kuehne+Nagel,Delivered,193.98,29.76,BOAT7107303271,
816,495,506,7,4,4,456,Maersk Line,Delivered,48.83,27.36,BOAT6038368629,
817,309,326,6,6,3,6360,Maersk Line,In Transit,1972.26,273.48,BOAT1942713879,
818,564,575,13,5,3,1240,FedEx International,Delivered,2204.42,297.6,BOAT4944503811,
819,359,367,5,4,2,3648,C.H. Robinson,Delivered,746.05,182.4,BOAT1276460249,
820,386,401,3,6,2,4792,CMA CGM,Delivered,1121.16,201.26,BOAT8986529553,
821,19,45,3,4,5,6136,DB Schenker,Delivered,2586.6,257.71,BOAT4933081689,
822,501,513,13,6,5,496,UPS Worldwide,Delivered,284.67,119.04,BOAT3537930172,
823,262,276,9,1,2,704,DB Schenker,Delivered,69.39,35.2,BOAT3038083224,
824,706,716,5,2,2,5864,FedEx International,Delivered,2346.44,293.2,BOAT5770982048,
825,321,347,4,2,4,5096,DHL Express,Delivered,1728.63,203.84,BOAT1293289084,
826,336,364,11,6,5,2320,Kuehne+Nagel,Delivered,28887.11,4872.0,BOAT7630813758,
827,323,337,6,6,1,728,C.H. Robinson,Delivered,63.58,31.3,BOAT1144845760,
828,290,302,2,5,1,4456,C.H. Robinson,In Transit,1092.78,200.52,BOAT7874134875,
829,547,552,11,3,1,48,Kuehne+Nagel,Delivered,247.98,100.8,BOAT7021642105,
830,345,350,2,1,2,2744,FedEx International,Delivered,477.63,123.48,BOAT3372953074,
831,557,571,4,3,2,4248,Kuehne+Nagel,In Transit,1254.5,169.92,BOAT7371859282,
832,675,689,12,3,4,3712,Kuehne+Nagel,Delivered,9572.36,1299.2,BOAT8444543451,
833,252,266,15,1,2,1528,Maersk Line,Delivered,350.5,68.76,BOAT9123077976,
834,679,690,2,1,1,11568,FedEx International,Delivered,3523.44,520.56,BOAT9618430956,
835,677,682,8,1,1,2136,Kuehne+Nagel,Delivered,419.18,117.48,BOAT1790627990,
836,335,343,13,6,1,1160,DHL Express,In Transit,1197.57,278.4,BOAT5640351832,
837,61,80,12,4,2,6392,DB Schenker,In Transit,11970.7,2237.2,BOAT5275227650,
838,669,679,5,5,4,224,Maersk Line,Delivered,36.92,11.2,BOAT4447631679,
839,662,673,13,6,1,4088,UPS Worldwide,In Transit,7964.29,981.12,BOAT1031203158,
840,339,355,1,3,2,5232,DHL Express,Delivered,1434.84,235.44,BOAT3489524042,
841,262,270,15,3,4,344,C.H. Robinson,In Transit,10.2,15.48,BOAT3205499707,
842,124,135,2,4,5,856,XPO Logistics,Delivered,236.78,38.52,BOAT6604677162,
843,212,229,13,6,2,4608,DB Schenker,In Transit,6179.46,1105.92,BOAT9889662257,
844,76,99,1,4,2,4456,Maersk Line,Delayed,1395.6,200.52,BOAT9568144163,Port Congestion
845,25,35,11,4,1,96,Maersk Line,Delivered,484.96,201.6,BOAT4421617137,
846,405,417,16,4,1,2752,DB Schenker,In Transit,692.82,137.6,BOAT6016417155,
847,247,254,1,5,4,2696,Kuehne+Nagel,Delivered,534.96,121.32,BOAT4971854899,
848,412,428,9,1,5,5912,C.H. Robinson,Delivered,1639.03,295.6,BOAT1060512248,
849,602,628,16,6,3,11872,FedEx International,Delivered,3240.94,593.6,BOAT8313633642,
850,12,22,11,6,4,512,XPO Logistics,Delivered,1376.63,1075.2,BOAT8474588798,
851,621,638,2,3,3,10424,C.H. Robinson,Delivered,4027.22,469.08,BOAT3547777000,
852,575,593,3,6,1,1760,FedEx International,Delivered,345.34,73.92,BOAT1548873864,
853,249,274,15,4,2,896,DHL Express,Delivered,413.2,40.32,BOAT2612250349,
854,195,214,2,4,5,3896,DHL Express,Delivered,1692.41,175.32,BOAT1784337139,
855,174,179,2,4,5,3264,UPS Worldwide,Delivered,829.54,146.88,BOAT6829105329,
856,609,616,14,4,2,4520,DHL Express,Delivered,4101.98,994.4,BOAT5797782878,
857,248,256,2,1,5,6136,Maersk Line,Delivered,808.74,276.12,BOAT2802776915,
858,500,526,11,5,1,72,C.H. Robinson,Delivered,607.36,151.2,BOAT6095873617,
859,141,158,14,3,3,656,C.H. Robinson,Delivered,344.83,144.32,BOAT3355038067,
860,238,257,7,6,5,768,Maersk Line,Delivered,433.54,46.08,BOAT2331806128,
861,317,331,16,4,5,632,FedEx International,Delivered,159.57,31.6,BOAT7704546565,
862,166,184,8,5,2,816,C.H. Robinson,Delivered,86.6,44.88,BOAT9101227587,
863,13,21,3,3,2,4008,Kuehne+Nagel,In Transit,764.54,168.34,BOAT2441538622,
864,71,86,10,4,2,1440,CMA CGM,In Transit,36072.11,4608.0,BOAT8301383492,
865,727,731,6,4,2,6400,Kuehne+Nagel,Delivered,1963.43,275.2,BOAT4589220951,
866,124,148,2,1,1,5112,DB Schenker,Delayed,1228.05,230.04,BOAT8952885259,Documentation Issue
867,633,655,1,4,5,960,Kuehne+Nagel,Delivered,413.34,43.2,BOAT3369946334,
868,233,240,6,3,3,288,Kuehne+Nagel,Delivered,38.77,12.38,BOAT4309763655,
869,440,452,6,6,4,200,DB Schenker,In Transit,33.43,8.6,BOAT6278563617,
870,676,694,7,4,3,568,UPS Worldwide,Delivered,126.46,34.08,BOAT6092423618,
871,44,56,7,2,4,360,Kuehne+Nagel,Delivered,63.96,21.6,BOAT5535731351,
872,724,731,1,6,5,6160,DHL Express,Delivered,1223.12,277.2,BOAT9862360888,
873,161,189,9,4,5,728,XPO Logistics,Delivered,95.67,36.4,BOAT1278946431,
874,27,35,12,6,2,88,UPS Worldwide,Processing,66.62,30.8,BOAT1068871609,
875,556,578,3,4,4,5856,XPO Logistics,Delivered,1958.86,245.95,BOAT8862674379,
876,269,289,5,3,3,3592,CMA CGM,Delayed,1654.16,179.6,BOAT1353651919,Mechanical Failure
877,570,603,12,4,4,5200,UPS Worldwide,Delayed,15973.45,1820.0,BOAT7144299155,Carrier Capacity
878,530,542,10,5,4,5352,DB Schenker,Delivered,76928.35,17126.4,BOAT2706281141,
879,461,473,4,1,2,3720,DB Schenker,In Transit,1084.26,148.8,BOAT4901960508,
880,535,557,15,3,5,328,XPO Logistics,Delivered,39.44,14.76,BOAT2861726621,
881,223,234,15,3,5,304,C.H. Robinson,Delivered,17.03,13.68,BOAT1909240861,
882,395,415,2,4,3,4824,FedEx International,Delivered,1408.64,217.08,BOAT2325128304,
883,495,517,10,5,2,792,UPS Worldwide,In Transit,5013.18,2534.4,BOAT5419011523,
884,315,323,5,3,4,264,CMA CGM,Delivered,44.47,13.2,BOAT1554043083,
885,694,720,5,6,3,5056,UPS Worldwide,Delivered,1560.55,252.8,BOAT8631325372,
886,702,714,8,6,3,5648,Maersk Line,Delivered,1460.3,310.64,BOAT3525617666,
887,37,63,7,4,2,272,CMA CGM,In Transit,71.79,16.32,BOAT4271724627,
888,557,567,13,6,5,3128,XPO Logistics,Delivered,5287.81,750.72,BOAT5196679702,
889,454,479,4,1,1,4744,C.H. Robinson,In Transit,1510.5,189.76,BOAT8869606676,
890,406,426,3,5,3,3640,FedEx International,Delivered,645.16,152.88,BOAT5860569504,
891,178,190,12,5,5,1776,C.H. Robinson,In Transit,3501.54,621.6,BOAT4309508054,
892,707,726,6,3,4,4936,DHL Express,Delivered,1155.78,212.25,BOAT7965000793,
893,14,26,2,4,1,5168,FedEx International,Delivered,1753.37,232.56,BOAT7605779277,
894,17,36,11,1,2,5080,Maersk Line,Delivered,55113.88,10668.0,BOAT3103773090,
895,484,495,2,4,4,9808,UPS Worldwide,Delivered,2223.15,441.36,BOAT2750438595,
896,433,443,4,2,3,5664,Kuehne+Nagel,In Transit,1175.41,226.56,BOAT6686565616,
897,589,597,9,4,4,240,XPO Logistics,Delivered,33.91,12.0,BOAT8394876169,
898,317,343,11,2,3,6096,C.H. Robinson,Delivered,125449.07,12801.6,BOAT8334368351,
899,240,248,7,4,5,272,FedEx International,Delivered,73.79,16.32,BOAT9295044444,
900,54,67,12,3,5,360,CMA CGM,Delivered,165.98,126.0,BOAT5378882599,
901,593,618,15,2,3,56,Maersk Line,Delivered,10.05,2.52,BOAT5791589965,
902,73,94,1,6,1,3832,C.H. Robinson,Delivered,862.62,172.44,BOAT9616045998,
903,215,221,2,3,1,5320,C.H. Robinson,Delivered,869.38,239.4,BOAT5954290328,
904,23,31,3,6,5,3168,XPO Logistics,Delivered,587.2,133.06,BOAT2448747875,
905,454,467,4,6,5,2776,FedEx International,Delivered,800.16,111.04,BOAT3786572222,
906,252,269,7,6,5,480,Maersk Line,Delivered,38.75,28.8,BOAT5724910440,
907,491,516,1,2,2,5824,Maersk Line,Delivered,1230.06,262.08,BOAT2703585655,
908,111,117,1,6,2,1096,C.H. Robinson,Delivered,211.47,49.32,BOAT7505358684,
909,519,527,14,4,4,648,DHL Express,Delivered,218.68,142.56,BOAT1458487862,
910,615,638,12,4,2,2400,FedEx International,Delivered,7613.2,840.0,BOAT9687433827,
911,524,540,2,1,2,4664,Maersk Line,In Transit,1534.04,209.88,BOAT9637904042,
912,432,445,8,4,4,1216,Maersk Line,Delivered,436.01,66.88,BOAT4272041723,
913,700,713,14,2,1,3632,Maersk Line,Delivered,4406.42,799.04,BOAT5878684738,
914,709,724,3,6,5,5832,DHL Express,In Transit,2696.86,244.94,BOAT7593955791,
915,156,167,3,1,3,3336,C.H. Robinson,Delivered,737.07,140.11,BOAT9108563499,
916,560,584,1,1,4,4304,DHL Express,Delivered,1341.66,193.68,BOAT3132186481,
917,2,12,3,1,4,4120,UPS Worldwide,In Transit,831.62,173.04,BOAT9571147294,
918,363,375,13,6,2,640,Maersk Line,Delivered,325.29,153.6,BOAT9871752623,
919,718,731,16,6,1,1232,Maersk Line,Delivered,630.63,61.6,BOAT3783612448,
920,264,279,14,2,1,2080,DB Schenker,Delivered,3424.96,457.6,BOAT3288672445,
921,380,390,13,6,1,5440,UPS Worldwide,Delivered,5634.18,1305.6,BOAT8449451935,
922,534,547,4,5,5,3592,DHL Express,Delivered,772.78,143.68,BOAT8640855468,
923,490,498,1,4,3,7768,DB Schenker,In Transit,1855.52,349.56,BOAT8413590474,
924,608,622,13,4,4,1480,CMA CGM,Delayed,1581.7,355.2,BOAT1030994036,Customs Clearance
925,630,649,16,2,1,4568,FedEx International,Delayed,1236.61,228.4,BOAT9517519403,Port Congestion
926,371,378,16,3,5,11544,Maersk Line,Delivered,2383.2,577.2,BOAT1324106234,
927,160,177,4,1,1,3528,Maersk Line,Delayed,932.11,141.12,BOAT7608193114,Weather Disruption
928,566,591,7,5,4,776,DHL Express,Delivered,117.46,46.56,BOAT1139459001,
929,208,217,12,3,2,5000,DHL Express,In Transit,8105.49,1750.0,BOAT8709298643,
930,522,532,10,5,4,4064,DHL Express,Delivered,70418.77,13004.8,BOAT7691566553,
931,334,346,13,5,3,656,C.H. Robinson,Delivered,319.85,157.44,BOAT7629549243,
932,364,378,3,5,3,3216,DB Schenker,In Transit,515.3,135.07,BOAT4566515696,
933,325,331,14,4,2,5856,Kuehne+Nagel,In Transit,5654.26,1288.32,BOAT5357473946,
934,64,72,16,1,1,4520,Maersk Line,Delivered,1152.71,226.0,BOAT1206235810,
935,354,367,12,1,1,3928,C.H. Robinson,Delivered,7365.4,1374.8,BOAT7577910168,
936,282,297,3,1,1,3848,UPS Worldwide,Delivered,1198.59,161.62,BOAT9805498804,
