sales_id,date_key,product_id,customer_id,quantity_sold,unit_price,discount_pct,discount_amount,gross_revenue,net_revenue,total_cost,profit,profit_margin_pct,order_number
917,81,16,5,8,34.99,10,27.99,279.92,251.93,159.92,92.01,36.52,BOAT-ORD-202303-144316
918,494,12,5,48,19.99,5,47.98,959.52,911.54,575.52,336.02,36.86,BOAT-ORD-202405-702427
919,282,16,2,784,34.99,10,2743.22,27432.16,24688.94,15672.16,9016.78,36.52,BOAT-ORD-202310-393880
920,408,8,5,40,17.99,0,0.0,719.6,719.6,399.6,320.0,44.47,BOAT-ORD-202402-651273
921,434,16,5,40,34.99,10,139.96,1399.6,1259.64,799.6,460.04,36.52,BOAT-ORD-202403-464158
922,404,6,4,64,27.99,10,179.14,1791.36,1612.22,1023.36,588.86,36.52,BOAT-ORD-202402-582418
923,324,1,1,216,34.99,10,755.78,7557.84,6802.06,4101.84,2700.22,39.7,BOAT-ORD-202311-709231
924,104,11,3,80,64.99,0,0.0,5199.2,5199.2,3199.2,2000.0,38.47,BOAT-ORD-202304-296243
925,562,9,2,72,12.99,5,46.76,935.28,888.52,503.28,385.24,43.36,BOAT-ORD-202407-742865
926,352,12,2,128,19.99,10,255.87,2558.72,2302.85,1534.72,768.13,33.36,BOAT-ORD-202312-320759
927,430,12,3,112,19.99,5,111.94,2238.88,2126.94,1342.88,784.06,36.86,BOAT-ORD-202403-393212
928,462,6,5,72,27.99,10,201.53,2015.28,1813.75,1151.28,662.47,36.52,BOAT-ORD-202404-819335
929,235,4,3,128,19.99,10,255.87,2558.72,2302.85,1406.72,896.13,38.91,BOAT-ORD-202308-553214
930,391,7,2,208,22.99,20,956.38,4781.92,3825.54,2701.92,1123.62,29.37,BOAT-ORD-202401-256812
931,485,1,2,216,34.99,5,377.89,7557.84,7179.95,4101.84,3078.11,42.87,BOAT-ORD-202404-241003
932,646,11,4,80,64.99,0,0.0,5199.2,5199.2,3199.2,2000.0,38.47,BOAT-ORD-202410-689444
933,582,2,4,56,32.99,0,0.0,1847.44,1847.44,1007.44,840.0,45.47,BOAT-ORD-202408-162952
934,221,9,4,216,12.99,0,0.0,2805.84,2805.84,1509.84,1296.0,46.19,BOAT-ORD-202308-571706
935,343,9,3,192,12.99,15,374.11,2494.08,2119.97,1342.08,777.89,36.69,BOAT-ORD-202312-684572
936,264,12,1,56,19.99,0,0.0,1119.44,1119.44,671.44,448.0,40.02,BOAT-ORD-202309-468145
937,696,7,5,296,22.99,20,1361.01,6805.04,5444.03,3845.04,1598.99,29.37,BOAT-ORD-202411-780663
938,552,6,3,184,27.99,0,0.0,5150.16,5150.16,2942.16,2208.0,42.87,BOAT-ORD-202407-805893
939,523,16,4,88,34.99,5,153.96,3079.12,2925.16,1759.12,1166.04,39.86,BOAT-ORD-202406-743473
940,294,15,2,896,27.99,0,0.0,25079.04,25079.04,14327.04,10752.0,42.87,BOAT-ORD-202310-771697
941,346,14,5,104,24.99,25,649.74,2598.96,1949.22,1454.96,494.26,25.36,BOAT-ORD-202312-174809
942,82,6,3,120,27.99,0,0.0,3358.8,3358.8,1918.8,1440.0,42.87,BOAT-ORD-202303-432270
943,669,10,3,160,89.99,5,719.92,14398.4,13678.48,8798.4,4880.08,35.68,BOAT-ORD-202410-384424
944,456,12,5,72,19.99,5,71.96,1439.28,1367.32,863.28,504.04,36.86,BOAT-ORD-202403-534098
945,172,6,1,72,27.99,0,0.0,2015.28,2015.28,1151.28,864.0,42.87,BOAT-ORD-202306-794180
946,258,3,2,88,24.99,5,109.96,2199.12,2089.16,1231.12,858.04,41.07,BOAT-ORD-202309-208013
947,98,3,4,288,24.99,0,0.0,7197.12,7197.12,4029.12,3168.0,44.02,BOAT-ORD-202304-127645
948,407,3,1,136,24.99,10,339.86,3398.64,3058.78,1902.64,1156.14,37.8,BOAT-ORD-202402-262816
949,87,13,3,32,29.99,0,0.0,959.68,959.68,543.68,416.0,43.35,BOAT-ORD-202303-873422
950,291,15,2,136,27.99,10,380.66,3806.64,3425.98,2174.64,1251.34,36.53,BOAT-ORD-202310-979249
951,175,1,1,344,34.99,0,0.0,12036.56,12036.56,6532.56,5504.0,45.73,BOAT-ORD-202306-440998
952,488,15,5,280,27.99,10,783.72,7837.2,7053.48,4477.2,2576.28,36.52,BOAT-ORD-202405-566453
953,139,6,5,312,27.99,5,436.64,8732.88,8296.24,4988.88,3307.36,39.87,BOAT-ORD-202305-761701
954,652,14,5,80,24.99,0,0.0,1999.2,1999.2,1119.2,880.0,44.02,BOAT-ORD-202410-605048
955,553,8,1,120,17.99,0,0.0,2158.8,2158.8,1198.8,960.0,44.47,BOAT-ORD-202407-483551
956,423,9,2,80,12.99,0,0.0,1039.2,1039.2,559.2,480.0,46.19,BOAT-ORD-202402-100096
957,536,5,3,152,44.99,5,341.92,6838.48,6496.56,3798.48,2698.08,41.53,BOAT-ORD-202406-661091
958,9,16,4,312,34.99,0,0.0,10916.88,10916.88,6236.88,4680.0,42.87,BOAT-ORD-202301-903072
959,441,10,5,32,89.99,0,0.0,2879.68,2879.68,1759.68,1120.0,38.89,BOAT-ORD-202403-674842
960,383,7,4,232,22.99,15,800.05,5333.68,4533.63,3013.68,1519.95,33.53,BOAT-ORD-202401-558339
961,405,8,2,184,17.99,5,165.51,3310.16,3144.65,1838.16,1306.49,41.55,BOAT-ORD-202402-968668
962,388,8,3,24,17.99,10,43.18,431.76,388.58,239.76,148.82,38.3,BOAT-ORD-202401-755698
963,246,9,3,168,12.99,10,218.23,2182.32,1964.09,1174.32,789.77,40.21,BOAT-ORD-202309-948097
964,276,14,2,24,24.99,0,0.0,599.76,599.76,335.76,264.0,44.02,BOAT-ORD-202310-243260
965,297,4,4,464,19.99,0,0.0,9275.36,9275.36,5099.36,4176.0,45.02,BOAT-ORD-202310-834498
966,638,16,2,336,34.99,0,0.0,11756.64,11756.64,6716.64,5040.0,42.87,BOAT-ORD-202409-259540
967,51,1,2,56,34.99,0,0.0,1959.44,1959.44,1063.44,896.0,45.73,BOAT-ORD-202302-382271
968,129,15,1,240,27.99,0,0.0,6717.6,6717.6,3837.6,2880.0,42.87,BOAT-ORD-202305-258003
969,16,16,2,352,34.99,10,1231.65,12316.48,11084.83,7036.48,4048.35,36.52,BOAT-ORD-202301-426711
970,511,12,4,96,19.99,0,0.0,1919.04,1919.04,1151.04,768.0,40.02,BOAT-ORD-202405-446290
971,83,5,1,144,44.99,5,323.93,6478.56,6154.63,3598.56,2556.07,41.53,BOAT-ORD-202303-174852
972,557,16,2,200,34.99,0,0.0,6998.0,6998.0,3998.0,3000.0,42.87,BOAT-ORD-202407-956949
973,391,1,1,400,34.99,20,2799.2,13996.0,11196.8,7596.0,3600.8,32.16,BOAT-ORD-202401-361055
974,395,15,2,40,27.99,0,0.0,1119.6,1119.6,639.6,480.0,42.87,BOAT-ORD-202401-583220
975,97,7,4,104,22.99,0,0.0,2390.96,2390.96,1350.96,1040.0,43.5,BOAT-ORD-202304-438756
976,163,2,5,272,32.99,0,0.0,8973.28,8973.28,4893.28,4080.0,45.47,BOAT-ORD-202306-365617
977,493,10,2,48,89.99,0,0.0,4319.52,4319.52,2639.52,1680.0,38.89,BOAT-ORD-202405-799080
978,224,4,2,328,19.99,5,327.84,6556.72,6228.88,3604.72,2624.16,42.13,BOAT-ORD-202308-440277
979,16,6,3,304,27.99,0,0.0,8508.96,8508.96,4860.96,3648.0,42.87,BOAT-ORD-202301-515035
980,249,1,1,304,34.99,5,531.85,10636.96,10105.11,5772.96,4332.15,42.87,BOAT-ORD-202309-821846
981,611,5,3,400,44.99,0,0.0,17996.0,17996.0,9996.0,8000.0,44.45,BOAT-ORD-202409-360804
982,162,16,1,640,34.99,0,0.0,22393.6,22393.6,12793.6,9600.0,42.87,BOAT-ORD-202306-896456
983,641,2,1,368,32.99,0,0.0,12140.32,12140.32,6620.32,5520.0,45.47,BOAT-ORD-202410-835395
984,550,4,2,256,19.99,0,0.0,5117.44,5117.44,2813.44,2304.0,45.02,BOAT-ORD-202407-432125
985,572,12,4,96,19.99,0,0.0,1919.04,1919.04,1151.04,768.0,40.02,BOAT-ORD-202407-122390
986,706,13,3,40,29.99,5,59.98,1199.6,1139.62,679.6,460.02,40.37,BOAT-ORD-202412-141406
987,497,15,5,304,27.99,10,850.9,8508.96,7658.06,4860.96,2797.1,36.52,BOAT-ORD-202405-830897
988,502,7,5,48,22.99,10,110.35,1103.52,993.17,623.52,369.65,37.22,BOAT-ORD-202405-464552
989,332,15,3,896,27.99,25,6269.76,25079.04,18809.28,14327.04,4482.24,23.83,BOAT-ORD-202311-727761
990,568,6,1,272,27.99,0,0.0,7613.28,7613.28,4349.28,3264.0,42.87,BOAT-ORD-202407-571213
991,303,9,5,192,12.99,5,124.7,2494.08,2369.38,1342.08,1027.3,43.36,BOAT-ORD-202310-100754
992,654,13,2,8,29.99,10,23.99,239.92,215.93,135.92,80.01,37.05,BOAT-ORD-202410-998450
993,373,8,3,192,17.99,0,0.0,3454.08,3454.08,1918.08,1536.0,44.47,BOAT-ORD-202401-790266
994,552,13,2,72,29.99,5,107.96,2159.28,2051.32,1223.28,828.04,40.37,BOAT-ORD-202407-902930
995,565,5,5,152,44.99,0,0.0,6838.48,6838.48,3798.48,3040.0,44.45,BOAT-ORD-202407-529711
996,657,11,1,32,64.99,10,207.97,2079.68,1871.71,1279.68,592.03,31.63,BOAT-ORD-202410-790897
997,69,2,2,96,32.99,0,0.0,3167.04,3167.04,1727.04,1440.0,45.47,BOAT-ORD-202303-311895
998,110,16,2,104,34.99,0,0.0,3638.96,3638.96,2078.96,1560.0,42.87,BOAT-ORD-202304-698749
999,658,13,4,72,29.99,0,0.0,2159.28,2159.28,1223.28,936.0,43.35,BOAT-ORD-202410-484150
1000,227,3,1,112,24.99,5,139.94,2798.88,2658.94,1566.88,1092.06,41.07,BOAT-ORD-202308-972496
1001,82,15,1,376,27.99,10,1052.42,10524.24,9471.82,6012.24,3459.58,36.52,BOAT-ORD-202303-879592
1002,426,12,1,112,19.99,10,223.89,2238.88,2014.99,1342.88,672.11,33.36,BOAT-ORD-202403-378727
1003,542,2,1,160,32.99,0,0.0,5278.4,5278.4,2878.4,2400.0,45.47,BOAT-ORD-202406-326387
1004,532,4,1,376,19.99,0,0.0,7516.24,7516.24,4132.24,3384.0,45.02,BOAT-ORD-202406-657487
1005,395,7,2,136,22.99,20,625.33,3126.64,2501.31,1766.64,734.67,29.37,BOAT-ORD-202401-360846
1006,584,6,5,384,27.99,10,1074.82,10748.16,9673.34,6140.16,3533.18,36.52,BOAT-ORD-202408-535352
1007,109,12,4,96,19.99,5,95.95,1919.04,1823.09,1151.04,672.05,36.86,BOAT-ORD-202304-209159
1008,171,6,5,208,27.99,10,582.19,5821.92,5239.73,3325.92,1913.81,36.52,BOAT-ORD-202306-453907
1009,674,6,5,456,27.99,5,638.17,12763.44,12125.27,7291.44,4833.83,39.87,BOAT-ORD-202411-430463
1010,564,11,3,56,64.99,5,181.97,3639.44,3457.47,2239.44,1218.03,35.23,BOAT-ORD-202407-966286
1011,332,8,5,280,17.99,0,0.0,5037.2,5037.2,2797.2,2240.0,44.47,BOAT-ORD-202311-493282
1012,564,9,3,120,12.99,5,77.94,1558.8,1480.86,838.8,642.06,43.36,BOAT-ORD-202407-516379
1013,1,2,3,312,32.99,0,0.0,10292.88,10292.88,5612.88,4680.0,45.47,BOAT-ORD-202301-642752
1014,139,10,1,40,89.99,0,0.0,3599.6,3599.6,2199.6,1400.0,38.89,BOAT-ORD-202305-325258
1015,323,1,3,528,34.99,15,2771.21,18474.72,15703.51,10026.72,5676.79,36.15,BOAT-ORD-202311-698388
1016,586,5,1,24,44.99,5,53.99,1079.76,1025.77,599.76,426.01,41.53,BOAT-ORD-202408-472932
1017,160,5,3,192,44.99,10,863.81,8638.08,7774.27,4798.08,2976.19,38.28,BOAT-ORD-202306-361993
1018,239,9,3,24,12.99,10,31.18,311.76,280.58,167.76,112.82,40.21,BOAT-ORD-202308-519218
1019,583,7,1,192,22.99,0,0.0,4414.08,4414.08,2494.08,1920.0,43.5,BOAT-ORD-202408-931420
1020,495,6,4,360,27.99,10,1007.64,10076.4,9068.76,5756.4,3312.36,36.52,BOAT-ORD-202405-959324
1021,98,10,1,96,89.99,10,863.9,8639.04,7775.14,5279.04,2496.1,32.1,BOAT-ORD-202304-500080
1022,81,2,3,184,32.99,5,303.51,6070.16,5766.65,3310.16,2456.49,42.6,BOAT-ORD-202303-536754
1023,124,8,5,240,17.99,0,0.0,4317.6,4317.6,2397.6,1920.0,44.47,BOAT-ORD-202305-764678
1024,648,13,1,80,29.99,10,239.92,2399.2,2159.28,1359.2,800.08,37.05,BOAT-ORD-202410-143182
1025,327,5,3,520,44.99,20,4678.96,23394.8,18715.84,12994.8,5721.04,30.57,BOAT-ORD-202311-331522
1026,157,2,4,232,32.99,10,765.37,7653.68,6888.31,4173.68,2714.63,39.41,BOAT-ORD-202306-703198
1027,517,3,2,224,24.99,0,0.0,5597.76,5597.76,3133.76,2464.0,44.02,BOAT-ORD-202405-924566
1028,404,5,2,176,44.99,0,0.0,7918.24,7918.24,4398.24,3520.0,44.45,BOAT-ORD-202402-598969
1029,586,2,5,208,32.99,0,0.0,6861.92,6861.92,3741.92,3120.0,45.47,BOAT-ORD-202408-189211
1030,409,14,2,24,24.99,5,29.99,599.76,569.77,335.76,234.01,41.07,BOAT-ORD-202402-686464
1031,203,16,4,592,34.99,0,0.0,20714.08,20714.08,11834.08,8880.0,42.87,BOAT-ORD-202307-688426
1032,631,8,2,24,17.99,0,0.0,431.76,431.76,239.76,192.0,44.47,BOAT-ORD-202409-914504
1033,441,11,5,16,64.99,0,0.0,1039.84,1039.84,639.84,400.0,38.47,BOAT-ORD-202403-804378
1034,424,14,3,48,24.99,0,0.0,1199.52,1199.52,671.52,528.0,44.02,BOAT-ORD-202402-436318
1035,353,1,3,176,34.99,5,307.91,6158.24,5850.33,3342.24,2508.09,42.87,BOAT-ORD-202312-746154
1036,453,5,4,24,44.99,0,0.0,1079.76,1079.76,599.76,480.0,44.45,BOAT-ORD-202403-309385
1037,702,12,2,24,19.99,0,0.0,479.76,479.76,287.76,192.0,40.02,BOAT-ORD-202412-875507
1038,56,8,5,240,17.99,0,0.0,4317.6,4317.6,2397.6,1920.0,44.47,BOAT-ORD-202302-972881
1039,295,1,3,120,34.99,0,0.0,4198.8,4198.8,2278.8,1920.0,45.73,BOAT-ORD-202310-571923
1040,483,1,3,112,34.99,10,391.89,3918.88,3526.99,2126.88,1400.11,39.7,BOAT-ORD-202404-322167
1041,209,9,5,128,12.99,10,166.27,1662.72,1496.45,894.72,601.73,40.21,BOAT-ORD-202307-865380
1042,145,1,4,304,34.99,10,1063.7,10636.96,9573.26,5772.96,3800.3,39.7,BOAT-ORD-202305-145594
1043,262,6,1,152,27.99,0,0.0,4254.48,4254.48,2430.48,1824.0,42.87,BOAT-ORD-202309-927524
1044,714,9,1,240,12.99,20,623.52,3117.6,2494.08,1677.6,816.48,32.74,BOAT-ORD-202412-108739
1045,69,13,3,88,29.99,0,0.0,2639.12,2639.12,1495.12,1144.0,43.35,BOAT-ORD-202303-213132
1046,20,10,4,32,89.99,10,287.97,2879.68,2591.71,1759.68,832.03,32.1,BOAT-ORD-202301-633243
1047,727,4,3,504,19.99,25,2518.74,10074.96,7556.22,5538.96,2017.26,26.7,BOAT-ORD-202412-726111
1048,545,3,2,104,24.99,10,259.9,2598.96,2339.06,1454.96,884.1,37.8,BOAT-ORD-202406-580233
1049,575,1,1,128,34.99,10,447.87,4478.72,4030.85,2430.72,1600.13,39.7,BOAT-ORD-202407-419739
1050,342,16,4,768,34.99,0,0.0,26872.32,26872.32,15352.32,11520.0,42.87,BOAT-ORD-202312-119264
1051,356,12,3,168,19.99,5,167.92,3358.32,3190.4,2014.32,1176.08,36.86,BOAT-ORD-202312-347678
1052,514,9,1,168,12.99,0,0.0,2182.32,2182.32,1174.32,1008.0,46.19,BOAT-ORD-202405-505977
1053,31,9,2,40,12.99,5,25.98,519.6,493.62,279.6,214.02,43.36,BOAT-ORD-202301-511929
1054,673,5,1,392,44.99,15,2645.41,17636.08,14990.67,9796.08,5194.59,34.65,BOAT-ORD-202411-810929
1055,628,8,4,64,17.99,10,115.14,1151.36,1036.22,639.36,396.86,38.3,BOAT-ORD-202409-260169
1056,437,10,5,48,89.99,5,215.98,4319.52,4103.54,2639.52,1464.02,35.68,BOAT-ORD-202403-668573
1057,135,7,2,152,22.99,10,349.45,3494.48,3145.03,1974.48,1170.55,37.22,BOAT-ORD-202305-817276
1058,208,5,3,360,44.99,10,1619.64,16196.4,14576.76,8996.4,5580.36,38.28,BOAT-ORD-202307-241822
1059,441,5,5,88,44.99,0,0.0,3959.12,3959.12,2199.12,1760.0,44.45,BOAT-ORD-202403-171108
1060,571,4,2,168,19.99,0,0.0,3358.32,3358.32,1846.32,1512.0,45.02,BOAT-ORD-202407-862398
1061,31,11,4,56,64.99,5,181.97,3639.44,3457.47,2239.44,1218.03,35.23,BOAT-ORD-202301-564523
1062,653,9,2,104,12.99,0,0.0,1350.96,1350.96,726.96,624.0,46.19,BOAT-ORD-202410-237935
1063,190,1,5,320,34.99,0,0.0,11196.8,11196.8,6076.8,5120.0,45.73,BOAT-ORD-202307-735022
1064,581,8,5,64,17.99,0,0.0,1151.36,1151.36,639.36,512.0,44.47,BOAT-ORD-202408-820767
1065,27,12,1,96,19.99,25,479.76,1919.04,1439.28,1151.04,288.24,20.03,BOAT-ORD-202301-599753
1066,138,16,3,192,34.99,5,335.9,6718.08,6382.18,3838.08,2544.1,39.86,BOAT-ORD-202305-615318
1067,486,5,2,104,44.99,0,0.0,4678.96,4678.96,2598.96,2080.0,44.45,BOAT-ORD-202404-133795
1068,419,1,3,216,34.99,0,0.0,7557.84,7557.84,4101.84,3456.0,45.73,BOAT-ORD-202402-878427
1069,688,7,2,40,22.99,0,0.0,919.6,919.6,519.6,400.0,43.5,BOAT-ORD-202411-560623
1070,632,16,3,472,34.99,0,0.0,16515.28,16515.28,9435.28,7080.0,42.87,BOAT-ORD-202409-548324
1071,415,2,5,384,32.99,5,633.41,12668.16,12034.75,6908.16,5126.59,42.6,BOAT-ORD-202402-855185
1072,321,13,5,16,29.99,15,71.98,479.84,407.86,271.84,136.02,33.35,BOAT-ORD-202311-214626
1073,463,15,1,256,27.99,10,716.54,7165.44,6448.9,4093.44,2355.46,36.52,BOAT-ORD-202404-663996
1074,406,2,5,200,32.99,10,659.8,6598.0,5938.2,3598.0,2340.2,39.41,BOAT-ORD-202402-902328
1075,646,2,2,304,32.99,5,501.45,10028.96,9527.51,5468.96,4058.55,42.6,BOAT-ORD-202410-517375
1076,312,10,4,48,89.99,10,431.95,4319.52,3887.57,2639.52,1248.05,32.1,BOAT-ORD-202311-408721
1077,628,2,5,80,32.99,5,131.96,2639.2,2507.24,1439.2,1068.04,42.6,BOAT-ORD-202409-970206
1078,662,15,1,744,27.99,10,2082.46,20824.56,18742.1,11896.56,6845.54,36.52,BOAT-ORD-202410-218669
1079,185,5,4,216,44.99,0,0.0,9717.84,9717.84,5397.84,4320.0,44.45,BOAT-ORD-202307-572788
1080,26,6,4,304,27.99,20,1701.79,8508.96,6807.17,4860.96,1946.21,28.59,BOAT-ORD-202301-311741
1081,466,3,3,168,24.99,0,0.0,4198.32,4198.32,2350.32,1848.0,44.02,BOAT-ORD-202404-853270
1082,127,3,1,368,24.99,5,459.82,9196.32,8736.5,5148.32,3588.18,41.07,BOAT-ORD-202305-764873
1083,372,3,5,368,24.99,10,919.63,9196.32,8276.69,5148.32,3128.37,37.8,BOAT-ORD-202401-862182
1084,524,6,4,288,27.99,5,403.06,8061.12,7658.06,4605.12,3052.94,39.87,BOAT-ORD-202406-146038
1085,175,11,5,112,64.99,0,0.0,7278.88,7278.88,4478.88,2800.0,38.47,BOAT-ORD-202306-269999
1086,149,6,1,216,27.99,0,0.0,6045.84,6045.84,3453.84,2592.0,42.87,BOAT-ORD-202305-424553
1087,457,10,2,16,89.99,0,0.0,1439.84,1439.84,879.84,560.0,38.89,BOAT-ORD-202404-312705
1088,4,9,1,120,12.99,10,155.88,1558.8,1402.92,838.8,564.12,40.21,BOAT-ORD-202301-996963
1089,511,1,5,256,34.99,0,0.0,8957.44,8957.44,4861.44,4096.0,45.73,BOAT-ORD-202405-327408
1090,603,16,4,424,34.99,5,741.79,14835.76,14093.97,8475.76,5618.21,39.86,BOAT-ORD-202408-183262
1091,616,1,2,288,34.99,0,0.0,10077.12,10077.12,5469.12,4608.0,45.73,BOAT-ORD-202409-749871
1092,644,7,1,96,22.99,0,0.0,2207.04,2207.04,1247.04,960.0,43.5,BOAT-ORD-202410-157738
1093,669,12,1,40,19.99,0,0.0,799.6,799.6,479.6,320.0,40.02,BOAT-ORD-202410-799396
1094,592,10,3,120,89.99,0,0.0,10798.8,10798.8,6598.8,4200.0,38.89,BOAT-ORD-202408-151413
1095,112,14,2,24,24.99,0,0.0,599.76,599.76,335.76,264.0,44.02,BOAT-ORD-202304-740774
1096,677,6,4,376,27.99,0,0.0,10524.24,10524.24,6012.24,4512.0,42.87,BOAT-ORD-202411-197649
1097,307,11,3,104,64.99,25,1689.74,6758.96,5069.22,4158.96,910.26,17.96,BOAT-ORD-202311-170953
1098,438,3,3,248,24.99,0,0.0,6197.52,6197.52,3469.52,2728.0,44.02,BOAT-ORD-202403-227950
1099,712,9,3,272,12.99,10,353.33,3533.28,3179.95,1901.28,1278.67,40.21,BOAT-ORD-202412-650131
1100,215,7,5,16,22.99,0,0.0,367.84,367.84,207.84,160.0,43.5,BOAT-ORD-202308-699121
1101,645,3,4,296,24.99,5,369.85,7397.04,7027.19,4141.04,2886.15,41.07,BOAT-ORD-202410-738419
1102,325,9,5,296,12.99,15,576.76,3845.04,3268.28,2069.04,1199.24,36.69,BOAT-ORD-202311-471042
1103,133,16,5,512,34.99,5,895.74,17914.88,17019.14,10234.88,6784.26,39.86,BOAT-ORD-202305-947228
1104,185,8,3,56,17.99,0,0.0,1007.44,1007.44,559.44,448.0,44.47,BOAT-ORD-202307-223949
1105,25,15,1,216,27.99,25,1511.46,6045.84,4534.38,3453.84,1080.54,23.83,BOAT-ORD-202301-745197
1106,425,14,1,48,24.99,0,0.0,1199.52,1199.52,671.52,528.0,44.02,BOAT-ORD-202402-687638
1107,653,7,1,328,22.99,0,0.0,7540.72,7540.72,4260.72,3280.0,43.5,BOAT-ORD-202410-823535
1108,289,9,1,160,12.99,0,0.0,2078.4,2078.4,1118.4,960.0,46.19,BOAT-ORD-202310-631302
1109,564,11,1,16,64.99,0,0.0,1039.84,1039.84,639.84,400.0,38.47,BOAT-ORD-202407-457943
1110,406,1,2,104,34.99,0,0.0,3638.96,3638.96,1974.96,1664.0,45.73,BOAT-ORD-202402-974329
1111,347,16,4,824,34.99,0,0.0,28831.76,28831.76,16471.76,12360.0,42.87,BOAT-ORD-202312-777015
1112,140,16,2,472,34.99,10,1651.53,16515.28,14863.75,9435.28,5428.47,36.52,BOAT-ORD-202305-451387
1113,474,14,1,72,24.99,0,0.0,1799.28,1799.28,1007.28,792.0,44.02,BOAT-ORD-202404-692385
1114,695,11,5,144,64.99,0,0.0,9358.56,9358.56,5758.56,3600.0,38.47,BOAT-ORD-202411-318379
1115,592,11,3,16,64.99,0,0.0,1039.84,1039.84,639.84,400.0,38.47,BOAT-ORD-202408-394083
1116,32,11,4,88,64.99,10,571.91,5719.12,5147.21,3519.12,1628.09,31.63,BOAT-ORD-202302-983326
1117,170,13,2,80,29.99,0,0.0,2399.2,2399.2,1359.2,1040.0,43.35,BOAT-ORD-202306-920347
1118,316,11,1,72,64.99,10,467.93,4679.28,4211.35,2879.28,1332.07,31.63,BOAT-ORD-202311-191014
1119,509,8,3,120,17.99,0,0.0,2158.8,2158.8,1198.8,960.0,44.47,BOAT-ORD-202405-326639
1120,538,10,2,16,89.99,0,0.0,1439.84,1439.84,879.84,560.0,38.89,BOAT-ORD-202406-923073
1121,39,7,1,120,22.99,10,275.88,2758.8,2482.92,1558.8,924.12,37.22,BOAT-ORD-202302-126146
1122,495,5,2,176,44.99,5,395.91,7918.24,7522.33,4398.24,3124.09,41.53,BOAT-ORD-202405-868020
1123,537,10,3,24,89.99,0,0.0,2159.76,2159.76,1319.76,840.0,38.89,BOAT-ORD-202406-962074
1124,529,5,2,376,44.99,0,0.0,16916.24,16916.24,9396.24,7520.0,44.45,BOAT-ORD-202406-581682
1125,397,4,1,160,19.99,0,0.0,3198.4,3198.4,1758.4,1440.0,45.02,BOAT-ORD-202402-820426
1126,609,3,3,240,24.99,0,0.0,5997.6,5997.6,3357.6,2640.0,44.02,BOAT-ORD-202408-208111
1127,534,10,1,80,89.99,0,0.0,7199.2,7199.2,4399.2,2800.0,38.89,BOAT-ORD-202406-769883
1128,215,11,2,32,64.99,0,0.0,2079.68,2079.68,1279.68,800.0,38.47,BOAT-ORD-202308-390088
1129,546,11,4,88,64.99,0,0.0,5719.12,5719.12,3519.12,2200.0,38.47,BOAT-ORD-202406-385898
1130,153,6,3,64,27.99,0,0.0,1791.36,1791.36,1023.36,768.0,42.87,BOAT-ORD-202306-753205
1131,574,4,2,280,19.99,0,0.0,5597.2,5597.2,3077.2,2520.0,45.02,BOAT-ORD-202407-676051
1132,327,9,2,152,12.99,15,296.17,1974.48,1678.31,1062.48,615.83,36.69,BOAT-ORD-202311-356717
1133,176,3,3,320,24.99,0,0.0,7996.8,7996.8,4476.8,3520.0,44.02,BOAT-ORD-202306-666836
1134,455,2,2,16,32.99,5,26.39,527.84,501.45,287.84,213.61,42.6,BOAT-ORD-202403-808308
1135,52,4,4,32,19.99,0,0.0,639.68,639.68,351.68,288.0,45.02,BOAT-ORD-202302-547181
1136,402,6,5,304,27.99,5,425.45,8508.96,8083.51,4860.96,3222.55,39.87,BOAT-ORD-202402-746253
1137,365,10,3,56,89.99,20,1007.89,5039.44,4031.55,3079.44,952.11,23.62,BOAT-ORD-202312-895242
1138,687,3,4,136,24.99,0,0.0,3398.64,3398.64,1902.64,1496.0,44.02,BOAT-ORD-202411-952336
1139,716,15,1,472,27.99,5,660.56,13211.28,12550.72,7547.28,5003.44,39.87,BOAT-ORD-202412-817727
1140,660,15,4,240,27.99,0,0.0,6717.6,6717.6,3837.6,2880.0,42.87,BOAT-ORD-202410-250703
1141,632,9,3,104,12.99,0,0.0,1350.96,1350.96,726.96,624.0,46.19,BOAT-ORD-202409-833599
1142,682,11,3,120,64.99,10,779.88,7798.8,7018.92,4798.8,2220.12,31.63,BOAT-ORD-202411-131734
1143,67,16,1,360,34.99,5,629.82,12596.4,11966.58,7196.4,4770.18,39.86,BOAT-ORD-202303-583646
1144,175,10,3,80,89.99,10,719.92,7199.2,6479.28,4399.2,2080.08,32.1,BOAT-ORD-202306-233582
1145,521,4,4,368,19.99,0,0.0,7356.32,7356.32,4044.32,3312.0,45.02,BOAT-ORD-202406-441699
1146,570,3,3,280,24.99,5,349.86,6997.2,6647.34,3917.2,2730.14,41.07,BOAT-ORD-202407-520286
1147,605,14,2,80,24.99,0,0.0,1999.2,1999.2,1119.2,880.0,44.02,BOAT-ORD-202408-674566
1148,163,16,4,72,34.99,0,0.0,2519.28,2519.28,1439.28,1080.0,42.87,BOAT-ORD-202306-318353
1149,711,14,4,88,24.99,15,329.87,2199.12,1869.25,1231.12,638.13,34.14,BOAT-ORD-202412-827851
1150,242,6,1,384,27.99,10,1074.82,10748.16,9673.34,6140.16,3533.18,36.52,BOAT-ORD-202308-977394
1151,499,4,5,312,19.99,5,311.84,6236.88,5925.04,3428.88,2496.16,42.13,BOAT-ORD-202405-441183
