production_id,date_key,product_id,facility_id,quantity_produced,defective_units,defect_rate_pct,batch_number
1059,424,14,3,2000,14,0.7,BOAT-PROD-2024028859
1060,607,1,1,6400,35,0.55,BOAT-PROD-2024089811
1061,521,9,3,2840,30,1.06,BOAT-PROD-2024065200
1062,243,14,2,1944,15,0.77,BOAT-PROD-2023082966
1063,89,11,3,2800,5,0.18,BOAT-PROD-2023036620
1064,318,3,2,21400,131,0.61,BOAT-PROD-2023113871
1065,10,11,2,1920,12,0.62,BOAT-PROD-2023011241
1066,599,14,3,1144,8,0.7,BOAT-PROD-2024081761
1067,175,11,3,2800,14,0.5,BOAT-PROD-2023065938
1068,194,12,1,2800,5,0.18,BOAT-PROD-2023073643
1069,465,9,3,2400,27,1.12,BOAT-PROD-2024043944
1070,666,5,2,9344,95,1.02,BOAT-PROD-2024103592
1071,387,1,1,7832,81,1.03,BOAT-PROD-2024013753
1072,100,6,2,7200,66,0.92,BOAT-PROD-2023043411
1073,93,14,1,1544,4,0.26,BOAT-PROD-2023045364
1074,673,2,1,6400,58,0.91,BOAT-PROD-2024117286
1075,359,1,1,6512,38,0.58,BOAT-PROD-2023128194
1076,492,8,2,8120,50,0.62,BOAT-PROD-2024058620
1077,56,8,2,15728,132,0.84,BOAT-PROD-2023029338
1078,389,8,3,2624,5,0.19,BOAT-PROD-2024014091
1079,557,4,3,6400,74,1.16,BOAT-PROD-2024076429
1080,678,4,3,17256,78,0.45,BOAT-PROD-2024111998
1081,173,11,3,480,3,0.62,BOAT-PROD-2023065252
1082,695,11,3,2800,32,1.14,BOAT-PROD-2024119256
1083,647,10,2,1944,17,0.87,BOAT-PROD-2024107562
1084,560,9,1,3864,29,0.75,BOAT-PROD-2024079151
1085,68,15,2,4800,27,0.56,BOAT-PROD-2023031318
1086,175,13,2,1240,13,1.05,BOAT-PROD-2023061033
1087,136,13,3,2000,5,0.25,BOAT-PROD-2023051210
1088,582,7,1,2400,25,1.04,BOAT-PROD-2024088715
1089,427,15,3,4800,51,1.06,BOAT-PROD-2024039493
1090,462,8,1,9968,36,0.36,BOAT-PROD-2024045098
1091,208,14,1,2000,13,0.65,BOAT-PROD-2023071780
1092,391,15,1,23600,83,0.35,BOAT-PROD-2024011926
1093,277,10,3,2800,23,0.82,BOAT-PROD-2023104782
1094,75,12,3,1208,4,0.33,BOAT-PROD-2023035230
1095,441,6,3,6400,35,0.55,BOAT-PROD-2024036734
1096,393,4,3,14048,135,0.96,BOAT-PROD-2024018900
1097,327,16,1,18272,203,1.11,BOAT-PROD-2023113862
1098,142,5,2,7240,44,0.61,BOAT-PROD-2023058531
1099,315,15,1,6432,11,0.17,BOAT-PROD-2023117421
1100,715,14,3,2000,15,0.75,BOAT-PROD-2024125273
1101,158,6,1,10080,88,0.87,BOAT-PROD-2023067159
1102,134,9,1,2512,15,0.6,BOAT-PROD-2023059714
1103,639,14,1,752,4,0.53,BOAT-PROD-2024093144
1104,690,5,2,20744,164,0.79,BOAT-PROD-2024114347
1105,111,14,1,1472,10,0.68,BOAT-PROD-2023049089
1106,466,9,3,2400,5,0.21,BOAT-PROD-2024049196
1107,337,5,1,6400,15,0.23,BOAT-PROD-2023123643
1108,331,8,2,3832,38,0.99,BOAT-PROD-2023112829
1109,605,2,2,6400,15,0.23,BOAT-PROD-2024083834
1110,81,16,2,4800,43,0.9,BOAT-PROD-2023032673
1111,610,11,3,2424,12,0.5,BOAT-PROD-2024093138
1112,539,15,3,25600,118,0.46,BOAT-PROD-2024068983
1113,318,5,3,6400,46,0.72,BOAT-PROD-2023119192
1114,638,16,2,5200,57,1.1,BOAT-PROD-2024093748
1115,388,16,2,11696,34,0.29,BOAT-PROD-2024011706
1116,381,15,2,6944,14,0.2,BOAT-PROD-2024012139
1117,360,11,3,1408,13,0.92,BOAT-PROD-2023122928
1118,316,14,1,1496,17,1.14,BOAT-PROD-2023117509
1119,584,6,3,8840,98,1.11,BOAT-PROD-2024088642
1120,476,3,3,8280,29,0.35,BOAT-PROD-2024042597
1121,333,1,2,6400,60,0.94,BOAT-PROD-2023111822
1122,247,5,3,9728,104,1.07,BOAT-PROD-2023098791
1123,237,8,2,4368,29,0.66,BOAT-PROD-2023089766
1124,382,5,2,6400,30,0.47,BOAT-PROD-2024012666
1125,517,9,3,6464,36,0.56,BOAT-PROD-2024052632
1126,185,15,3,4800,24,0.5,BOAT-PROD-2023073512
1127,382,16,1,11720,138,1.18,BOAT-PROD-2024017988
1128,91,1,2,6400,44,0.69,BOAT-PROD-2023042493
1129,523,1,3,6400,35,0.55,BOAT-PROD-2024067605
1130,197,7,3,3440,30,0.87,BOAT-PROD-2023074507
1131,550,12,3,840,9,1.07,BOAT-PROD-2024072625
1132,317,9,1,6448,34,0.53,BOAT-PROD-2023113860
1133,581,15,3,13584,136,1.0,BOAT-PROD-2024088763
1134,387,6,1,6400,74,1.16,BOAT-PROD-2024016565
1135,62,12,2,2800,24,0.86,BOAT-PROD-2023036257
1136,334,16,1,10312,34,0.33,BOAT-PROD-2023115071
1137,326,1,3,14560,124,0.85,BOAT-PROD-2023114025
1138,91,6,2,6400,28,0.44,BOAT-PROD-2023045676
1139,702,6,3,17080,171,1.0,BOAT-PROD-2024126158
1140,576,15,3,4800,41,0.85,BOAT-PROD-2024078420
1141,536,4,3,6400,19,0.3,BOAT-PROD-2024065118
1142,412,7,2,5008,31,0.62,BOAT-PROD-2024024894
1143,131,1,3,6400,54,0.84,BOAT-PROD-2023059522
1144,539,15,1,19152,222,1.16,BOAT-PROD-2024066232
1145,198,9,1,7816,56,0.72,BOAT-PROD-2023077564
1146,198,6,2,6400,60,0.94,BOAT-PROD-2023075897
1147,60,15,1,11752,89,0.76,BOAT-PROD-2023031630
1148,671,3,2,6400,58,0.91,BOAT-PROD-2024113782
1149,21,16,3,31416,85,0.27,BOAT-PROD-2023017392
1150,395,12,2,1656,6,0.36,BOAT-PROD-2024012129
1151,156,11,2,696,7,1.01,BOAT-PROD-2023065975
1152,193,14,2,600,5,0.83,BOAT-PROD-2023072308
1153,389,11,3,1496,7,0.47,BOAT-PROD-2024016323
1154,581,4,3,9448,70,0.74,BOAT-PROD-2024082162
1155,470,6,3,6816,23,0.34,BOAT-PROD-2024043077
1156,336,15,3,12432,61,0.49,BOAT-PROD-2023127578
1157,113,12,1,2800,8,0.29,BOAT-PROD-2023044835
1158,727,1,2,21648,52,0.24,BOAT-PROD-2024128988
1159,624,13,2,320,4,1.25,BOAT-PROD-2024097654
1160,547,14,1,2000,8,0.4,BOAT-PROD-2024069852
1161,268,7,3,2400,17,0.71,BOAT-PROD-2023097417
1162,194,14,1,320,3,0.94,BOAT-PROD-2023075306
1163,569,16,1,7560,67,0.89,BOAT-PROD-2024078977
1164,268,10,2,2024,5,0.25,BOAT-PROD-2023093629
1165,475,14,2,2000,4,0.2,BOAT-PROD-2024041546
1166,9,10,3,2800,12,0.43,BOAT-PROD-2023017505
1167,98,4,1,15688,36,0.23,BOAT-PROD-2023045111
1168,140,16,2,40944,479,1.17,BOAT-PROD-2023052703
1169,318,3,1,16128,32,0.2,BOAT-PROD-2023119772
1170,603,12,3,2480,16,0.65,BOAT-PROD-2024086488
1171,232,8,3,2472,9,0.36,BOAT-PROD-2023088745
1172,697,14,3,672,4,0.6,BOAT-PROD-2024119828
1173,176,11,3,2800,17,0.61,BOAT-PROD-2023067869
1174,90,7,3,9760,79,0.81,BOAT-PROD-2023036407
1175,392,9,1,2400,18,0.75,BOAT-PROD-2024019312
1176,552,10,3,744,6,0.81,BOAT-PROD-2024078778
1177,361,13,1,808,2,0.25,BOAT-PROD-2023128415
1178,89,9,3,2896,13,0.45,BOAT-PROD-2023038559
1179,416,11,2,2800,31,1.11,BOAT-PROD-2024028571
1180,360,2,1,6400,45,0.7,BOAT-PROD-2023126601
1181,584,5,3,6400,58,0.91,BOAT-PROD-2024084126
1182,146,9,2,6704,36,0.54,BOAT-PROD-2023057786
1183,609,3,2,7816,71,0.91,BOAT-PROD-2024083730
1184,538,1,2,6400,30,0.47,BOAT-PROD-2024062162
1185,460,11,3,2800,17,0.61,BOAT-PROD-2024043463
1186,730,9,2,2400,27,1.12,BOAT-PROD-2024126640
1187,242,1,2,6400,36,0.56,BOAT-PROD-2023089810
1188,529,16,1,11312,114,1.01,BOAT-PROD-2024063060
1189,136,10,2,2800,22,0.79,BOAT-PROD-2023051434
1190,271,11,1,1704,7,0.41,BOAT-PROD-2023094902
1191,187,13,1,2000,19,0.95,BOAT-PROD-2023075547
1192,226,4,3,8160,16,0.2,BOAT-PROD-2023087583
1193,485,11,3,2616,25,0.96,BOAT-PROD-2024043632
1194,25,12,1,2552,13,0.51,BOAT-PROD-2023019826
1195,99,13,1,1016,4,0.39,BOAT-PROD-2023044684
1196,708,6,1,6400,28,0.44,BOAT-PROD-2024125079
1197,508,8,3,2400,25,1.04,BOAT-PROD-2024059375
1198,332,11,2,2800,24,0.86,BOAT-PROD-2023119219
1199,124,8,3,5112,8,0.16,BOAT-PROD-2023057452
1200,647,5,2,6400,24,0.38,BOAT-PROD-2024109191
1201,116,11,3,1312,12,0.91,BOAT-PROD-2023042436
1202,582,14,1,2000,3,0.15,BOAT-PROD-2024089797
1203,79,11,1,960,2,0.21,BOAT-PROD-2023033749
1204,562,15,3,19112,111,0.58,BOAT-PROD-2024072475
1205,548,1,2,6400,44,0.69,BOAT-PROD-2024079379
1206,470,7,2,9480,45,0.47,BOAT-PROD-2024042138
1207,401,15,2,16296,49,0.3,BOAT-PROD-2024029096
1208,723,9,3,6096,35,0.57,BOAT-PROD-2024121057
1209,575,1,1,8328,66,0.79,BOAT-PROD-2024075833
1210,464,5,1,6400,61,0.95,BOAT-PROD-2024043525
1211,542,1,1,6400,48,0.75,BOAT-PROD-2024066923
1212,390,13,1,1848,12,0.65,BOAT-PROD-2024013560
1213,470,8,2,2528,19,0.75,BOAT-PROD-2024047473
1214,280,10,3,2800,8,0.29,BOAT-PROD-2023103739
1215,157,7,2,2400,23,0.96,BOAT-PROD-2023064111
1216,158,2,1,6400,17,0.27,BOAT-PROD-2023061793
1217,674,10,2,2800,6,0.21,BOAT-PROD-2024118184
1218,477,16,2,4800,53,1.1,BOAT-PROD-2024046054
1219,139,3,2,6400,24,0.38,BOAT-PROD-2023057148
1220,301,3,2,6400,42,0.66,BOAT-PROD-2023106299
1221,524,6,1,8704,83,0.95,BOAT-PROD-2024064312
1222,243,3,1,12416,144,1.16,BOAT-PROD-2023084647
1223,289,9,1,5712,60,1.05,BOAT-PROD-2023104707
1224,268,10,2,2008,11,0.55,BOAT-PROD-2023092688
1225,244,6,2,9968,82,0.82,BOAT-PROD-2023094625
1226,325,3,2,11448,53,0.46,BOAT-PROD-2023117222
1227,708,8,2,11160,103,0.92,BOAT-PROD-2024127299
1228,350,3,3,14416,107,0.74,BOAT-PROD-2023124106
1229,478,12,3,1008,9,0.89,BOAT-PROD-2024044156
1230,286,8,3,8240,59,0.72,BOAT-PROD-2023101526
1231,120,13,1,2000,9,0.45,BOAT-PROD-2023047768
1232,668,2,1,9368,50,0.53,BOAT-PROD-2024106829
1233,398,3,3,12472,21,0.17,BOAT-PROD-2024023312
1234,306,15,1,16168,137,0.85,BOAT-PROD-2023112326
1235,108,12,2,2112,16,0.76,BOAT-PROD-2023046701
1236,404,5,1,6400,69,1.08,BOAT-PROD-2024026519
1237,319,10,3,2800,32,1.14,BOAT-PROD-2023112375
1238,321,13,3,512,2,0.39,BOAT-PROD-2023118995
1239,614,4,1,6400,74,1.16,BOAT-PROD-2024095750
1240,417,15,2,10824,92,0.85,BOAT-PROD-2024022642
1241,456,12,2,2800,27,0.96,BOAT-PROD-2024032152
1242,602,8,1,2400,20,0.83,BOAT-PROD-2024084355
1243,394,2,3,6400,42,0.66,BOAT-PROD-2024018406
1244,8,2,1,6400,60,0.94,BOAT-PROD-2023018037
1245,653,16,1,22384,255,1.14,BOAT-PROD-2024102092
1246,40,14,1,1232,3,0.24,BOAT-PROD-2023021100
1247,595,6,1,6400,46,0.72,BOAT-PROD-2024088725
1248,77,8,2,3432,7,0.2,BOAT-PROD-2023031990
1249,509,5,3,7112,43,0.6,BOAT-PROD-2024055908
1250,361,1,1,6400,73,1.14,BOAT-PROD-2023128101
1251,679,9,3,7960,80,1.01,BOAT-PROD-2024113995
1252,611,15,1,7528,87,1.16,BOAT-PROD-2024096279
1253,351,7,2,6064,15,0.25,BOAT-PROD-2023122450
1254,530,14,1,2000,21,1.05,BOAT-PROD-2024069157
1255,325,6,1,7392,22,0.3,BOAT-PROD-2023114547
1256,259,4,3,12968,108,0.83,BOAT-PROD-2023091539
1257,234,4,2,28568,291,1.02,BOAT-PROD-2023085115
1258,248,11,3,1832,12,0.66,BOAT-PROD-2023094937
1259,420,16,2,20960,243,1.16,BOAT-PROD-2024024078
1260,54,4,3,13208,99,0.75,BOAT-PROD-2023026468
1261,135,4,1,15456,82,0.53,BOAT-PROD-2023053273
1262,8,16,1,19424,128,0.66,BOAT-PROD-2023011652
1263,716,2,2,6400,56,0.88,BOAT-PROD-2024128318
1264,330,14,2,2000,21,1.05,BOAT-PROD-2023113786
1265,394,15,2,10224,74,0.72,BOAT-PROD-2024018537
1266,471,11,3,1840,14,0.76,BOAT-PROD-2024043555
1267,632,12,3,1656,16,0.97,BOAT-PROD-2024093642
1268,173,13,1,1608,10,0.62,BOAT-PROD-2023064411
1269,263,6,2,6400,40,0.62,BOAT-PROD-2023093243
1270,351,9,1,20000,44,0.22,BOAT-PROD-2023127731
1271,258,3,2,6400,34,0.53,BOAT-PROD-2023091489
1272,521,15,1,25904,254,0.98,BOAT-PROD-2024066353
1273,122,13,3,752,8,1.06,BOAT-PROD-2023059870
1274,8,8,2,5176,11,0.21,BOAT-PROD-2023019109
1275,465,16,1,8192,82,1.0,BOAT-PROD-2024042981
1276,710,4,3,6400,28,0.44,BOAT-PROD-2024125430
1277,313,1,1,7136,38,0.53,BOAT-PROD-2023111708
1278,99,3,3,17592,178,1.01,BOAT-PROD-2023044955
1279,568,5,2,6824,52,0.76,BOAT-PROD-2024077699
1280,652,14,3,840,8,0.95,BOAT-PROD-2024108876
1281,625,3,2,13656,116,0.85,BOAT-PROD-2024097427
1282,325,9,2,5864,50,0.85,BOAT-PROD-2023113547
1283,396,10,1,2800,29,1.04,BOAT-PROD-2024018206
1284,294,9,2,13968,89,0.64,BOAT-PROD-2023107000
1285,188,9,3,4048,39,0.96,BOAT-PROD-2023075804
1286,93,8,2,2400,18,0.75,BOAT-PROD-2023049097
1287,477,14,2,320,1,0.31,BOAT-PROD-2024044443
1288,334,14,1,1632,5,0.31,BOAT-PROD-2023117681
1289,106,8,2,2400,11,0.46,BOAT-PROD-2023044064
1290,59,5,1,6400,35,0.55,BOAT-PROD-2023026821
1291,316,1,1,7920,78,0.98,BOAT-PROD-2023115499
1292,563,9,3,2400,6,0.25,BOAT-PROD-2024075714
1293,101,2,1,12176,112,0.92,BOAT-PROD-2023044643
1294,226,15,3,15944,172,1.08,BOAT-PROD-2023088363
1295,173,13,3,1328,5,0.38,BOAT-PROD-2023061831
1296,699,11,2,664,5,0.75,BOAT-PROD-2024114492
1297,703,13,2,920,4,0.43,BOAT-PROD-2024122113
1298,700,4,2,6400,33,0.52,BOAT-PROD-2024114573
1299,26,2,3,18624,151,0.81,BOAT-PROD-2023018915
1300,277,10,2,2800,11,0.39,BOAT-PROD-2023108117
1301,355,13,2,936,5,0.53,BOAT-PROD-2023123340
1302,682,8,2,20000,120,0.6,BOAT-PROD-2024116835
1303,687,12,2,904,7,0.77,BOAT-PROD-2024117363
1304,481,13,3,320,1,0.31,BOAT-PROD-2024049017
1305,43,15,1,5808,48,0.83,BOAT-PROD-2023029054
1306,299,2,3,6400,77,1.2,BOAT-PROD-2023102685
1307,504,3,2,6400,55,0.86,BOAT-PROD-2024056111
1308,510,7,3,5168,59,1.14,BOAT-PROD-2024059585
1309,637,6,3,6400,45,0.7,BOAT-PROD-2024097714
1310,306,6,1,25728,162,0.63,BOAT-PROD-2023111386
1311,650,5,2,11544,29,0.25,BOAT-PROD-2024106687
1312,254,9,2,2672,7,0.26,BOAT-PROD-2023099089
1313,11,15,2,5192,42,0.81,BOAT-PROD-2023013009
1314,370,12,3,816,8,0.98,BOAT-PROD-2024017244
1315,567,3,1,9160,67,0.73,BOAT-PROD-2024071450
1316,704,7,1,5712,53,0.93,BOAT-PROD-2024128182
1317,31,1,1,6440,71,1.1,BOAT-PROD-2023012297
1318,183,4,3,6400,38,0.59,BOAT-PROD-2023074502
1319,685,10,3,2800,27,0.96,BOAT-PROD-2024113763
1320,488,1,3,14184,50,0.35,BOAT-PROD-2024057395
1321,702,13,1,672,7,1.04,BOAT-PROD-2024122133
1322,688,6,1,10968,105,0.96,BOAT-PROD-2024118888
1323,669,3,2,14032,72,0.51,BOAT-PROD-2024105043
1324,407,1,2,6400,67,1.05,BOAT-PROD-2024023054
1325,539,5,3,29296,64,0.22,BOAT-PROD-2024065872
1326,630,10,3,480,4,0.83,BOAT-PROD-2024091020
1327,93,10,3,480,2,0.42,BOAT-PROD-2023049136
1328,434,15,3,4800,55,1.15,BOAT-PROD-2024038763
1329,519,11,1,768,9,1.17,BOAT-PROD-2024066987
1330,557,15,3,25160,70,0.28,BOAT-PROD-2024073964
1331,672,16,1,4800,48,1.0,BOAT-PROD-2024114323
1332,299,3,2,6400,47,0.73,BOAT-PROD-2023102006
1333,569,9,2,2672,11,0.41,BOAT-PROD-2024074348
1334,7,7,1,2400,23,0.96,BOAT-PROD-2023012288
1335,320,2,3,6400,54,0.84,BOAT-PROD-2023117473
1336,291,15,1,14304,31,0.22,BOAT-PROD-2023102165
1337,84,1,3,20912,199,0.95,BOAT-PROD-2023038452
1338,200,6,1,8512,63,0.74,BOAT-PROD-2023079109
1339,636,6,3,10688,40,0.37,BOAT-PROD-2024091327
1340,231,5,3,6400,72,1.12,BOAT-PROD-2023086924
1341,715,15,3,4800,35,0.73,BOAT-PROD-2024124642
1342,9,2,1,6400,29,0.45,BOAT-PROD-2023018262
1343,202,12,1,2480,19,0.77,BOAT-PROD-2023079185
1344,532,16,1,14560,38,0.26,BOAT-PROD-2024066863
1345,81,2,3,6512,11,0.17,BOAT-PROD-2023036603
1346,706,4,2,16736,104,0.62,BOAT-PROD-2024127746
1347,484,7,2,2856,19,0.67,BOAT-PROD-2024047301
1348,372,3,3,6400,49,0.77,BOAT-PROD-2024014143
1349,79,10,2,2744,7,0.26,BOAT-PROD-2023032444
1350,331,14,2,2000,22,1.1,BOAT-PROD-2023114832
1351,402,10,3,480,4,0.83,BOAT-PROD-2024028676
1352,399,12,1,2400,24,1.0,BOAT-PROD-2024028219
1353,294,8,3,9368,86,0.92,BOAT-PROD-2023106680
1354,251,15,3,14312,63,0.44,BOAT-PROD-2023099776
1355,130,10,2,480,1,0.21,BOAT-PROD-2023058266
1356,323,4,3,6400,35,0.55,BOAT-PROD-2023111094
1357,602,1,1,6400,76,1.19,BOAT-PROD-2024087939
1358,610,8,2,6368,18,0.28,BOAT-PROD-2024093897
1359,69,12,2,2800,26,0.93,BOAT-PROD-2023035648
1360,261,8,2,4144,22,0.53,BOAT-PROD-2023093013
1361,662,7,3,9280,18,0.19,BOAT-PROD-2024108209
1362,352,8,2,5896,18,0.31,BOAT-PROD-2023121127
1363,306,12,3,2144,13,0.61,BOAT-PROD-2023115533
1364,668,2,2,6400,58,0.91,BOAT-PROD-2024102684
1365,191,15,1,12680,87,0.69,BOAT-PROD-2023073737
1366,80,15,2,8208,75,0.91,BOAT-PROD-2023036666
1367,576,14,2,1240,5,0.4,BOAT-PROD-2024074904
1368,581,7,2,2400,10,0.42,BOAT-PROD-2024088475
1369,147,1,1,17616,210,1.19,BOAT-PROD-2023057871
1370,156,1,3,6400,44,0.69,BOAT-PROD-2023064175
1371,398,2,1,6400,32,0.5,BOAT-PROD-2024024623
1372,104,8,2,2400,28,1.17,BOAT-PROD-2023043981
1373,539,9,2,4560,19,0.42,BOAT-PROD-2024067480
1374,358,13,3,1744,6,0.34,BOAT-PROD-2023129484
1375,59,12,2,2800,8,0.29,BOAT-PROD-2023028812
1376,408,15,1,4800,52,1.08,BOAT-PROD-2024029045
1377,239,15,3,7696,25,0.32,BOAT-PROD-2023082351
1378,66,11,3,2800,24,0.86,BOAT-PROD-2023031739
1379,618,3,1,6400,10,0.16,BOAT-PROD-2024093462
1380,21,9,1,3816,17,0.45,BOAT-PROD-2023011773
1381,160,1,1,6400,65,1.02,BOAT-PROD-2023068840
1382,307,3,3,6400,30,0.47,BOAT-PROD-2023114443
1383,407,7,2,5608,55,0.98,BOAT-PROD-2024023052
1384,254,14,1,1240,11,0.89,BOAT-PROD-2023094930
1385,494,11,3,480,3,0.62,BOAT-PROD-2024055584
1386,637,7,3,8616,50,0.58,BOAT-PROD-2024096551
1387,367,9,3,4584,37,0.81,BOAT-PROD-2024015983
1388,489,5,3,6400,49,0.77,BOAT-PROD-2024059880
1389,57,9,3,10440,109,1.04,BOAT-PROD-2023022871
1390,27,6,1,6400,70,1.09,BOAT-PROD-2023015812
1391,571,1,2,14488,59,0.41,BOAT-PROD-2024073647
1392,483,16,3,14752,99,0.67,BOAT-PROD-2024049054
1393,485,5,2,6400,68,1.06,BOAT-PROD-2024043558
1394,184,12,3,480,3,0.62,BOAT-PROD-2023079906
1395,123,6,3,20920,54,0.26,BOAT-PROD-2023057861
1396,501,4,2,6480,65,1.0,BOAT-PROD-2024054027
1397,41,4,3,8232,64,0.78,BOAT-PROD-2023022595
1398,373,10,2,2800,8,0.29,BOAT-PROD-2024019366
1399,703,8,1,10104,99,0.98,BOAT-PROD-2024128476
1400,636,14,1,520,4,0.77,BOAT-PROD-2024095245
1401,585,7,3,3264,7,0.21,BOAT-PROD-2024085270
1402,450,14,1,2000,12,0.6,BOAT-PROD-2024035428
1403,494,11,2,480,1,0.21,BOAT-PROD-2024053973
1404,713,4,2,17816,146,0.82,BOAT-PROD-2024125481
1405,163,11,3,2800,18,0.64,BOAT-PROD-2023064696
1406,698,13,2,1872,13,0.69,BOAT-PROD-2024115271
1407,544,9,2,2400,24,1.0,BOAT-PROD-2024064541
1408,422,2,1,6400,50,0.78,BOAT-PROD-2024027913
1409,292,11,2,1480,13,0.88,BOAT-PROD-2023103515
1410,555,10,1,2800,30,1.07,BOAT-PROD-2024071863
1411,77,11,3,2800,13,0.46,BOAT-PROD-2023037571
1412,495,9,1,2400,14,0.58,BOAT-PROD-2024057689
1413,257,6,3,22672,193,0.85,BOAT-PROD-2023098090
1414,505,15,1,7208,53,0.74,BOAT-PROD-2024059981
1415,434,12,3,792,8,1.01,BOAT-PROD-2024035891
1416,584,6,2,6400,35,0.55,BOAT-PROD-2024087298
1417,569,1,3,6400,61,0.95,BOAT-PROD-2024079343
1418,493,14,3,1272,11,0.86,BOAT-PROD-2024052653
1419,455,4,2,6400,24,0.38,BOAT-PROD-2024038756
1420,277,10,1,2800,23,0.82,BOAT-PROD-2023103614
1421,81,4,3,6488,73,1.13,BOAT-PROD-2023032376
1422,416,7,3,2400,13,0.54,BOAT-PROD-2024029432
1423,255,12,2,2800,12,0.43,BOAT-PROD-2023095318
1424,654,3,2,6400,39,0.61,BOAT-PROD-2024109613
1425,352,6,2,6400,10,0.16,BOAT-PROD-2023122037
1426,75,15,3,7552,19,0.25,BOAT-PROD-2023035149
1427,486,15,2,4800,41,0.85,BOAT-PROD-2024043344
1428,623,3,2,10688,72,0.67,BOAT-PROD-2024092345
1429,728,14,3,2000,13,0.65,BOAT-PROD-2024121931
1430,642,4,3,12552,49,0.39,BOAT-PROD-2024108574
1431,684,10,2,2800,5,0.18,BOAT-PROD-2024115454
1432,596,8,1,2400,18,0.75,BOAT-PROD-2024085902
1433,445,14,3,2000,16,0.8,BOAT-PROD-2024036216
1434,172,6,3,12920,134,1.04,BOAT-PROD-2023068881
1435,438,5,2,6400,15,0.23,BOAT-PROD-2024033146
1436,352,12,1,2800,13,0.46,BOAT-PROD-2023125860
1437,118,14,2,392,1,0.26,BOAT-PROD-2023043726
1438,653,13,3,2000,21,1.05,BOAT-PROD-2024109215
1439,535,6,3,6400,70,1.09,BOAT-PROD-2024068539
1440,504,8,1,6208,12,0.19,BOAT-PROD-2024054864
1441,537,9,2,4904,22,0.45,BOAT-PROD-2024062430
1442,400,14,3,2000,5,0.25,BOAT-PROD-2024021484
1443,380,8,2,2400,18,0.75,BOAT-PROD-2024013939
1444,23,10,2,480,5,1.04,BOAT-PROD-2023012974
1445,658,3,1,25840,137,0.53,BOAT-PROD-2024108496
1446,543,5,1,6400,68,1.06,BOAT-PROD-2024062641
1447,172,7,3,5448,38,0.7,BOAT-PROD-2023061129
1448,110,1,3,6400,39,0.61,BOAT-PROD-2023041864
1449,236,2,2,23312,224,0.96,BOAT-PROD-2023086882
1450,459,6,3,6752,11,0.16,BOAT-PROD-2024044488
1451,82,15,2,12184,24,0.2,BOAT-PROD-2023037346
1452,538,6,2,6400,54,0.84,BOAT-PROD-2024063600
1453,91,16,1,11664,87,0.75,BOAT-PROD-2023049205
1454,727,12,2,2464,17,0.69,BOAT-PROD-2024128950
1455,197,5,2,14144,120,0.85,BOAT-PROD-2023079810
1456,196,1,3,11152,50,0.45,BOAT-PROD-2023079493
1457,200,2,3,10016,23,0.23,BOAT-PROD-2023073879
1458,335,11,1,2424,11,0.45,BOAT-PROD-2023127219
1459,404,2,1,6400,70,1.09,BOAT-PROD-2024024346
1460,322,15,2,8744,49,0.56,BOAT-PROD-2023118599
1461,348,15,1,15832,47,0.3,BOAT-PROD-2023125429
1462,133,15,3,22096,82,0.37,BOAT-PROD-2023052460
1463,642,13,1,968,11,1.14,BOAT-PROD-2024109491
1464,627,2,3,9496,85,0.9,BOAT-PROD-2024098688
1465,460,11,1,2800,17,0.61,BOAT-PROD-2024049305
1466,730,5,2,12960,70,0.54,BOAT-PROD-2024125953
1467,660,15,3,5944,12,0.2,BOAT-PROD-2024101863
1468,246,11,3,1280,7,0.55,BOAT-PROD-2023095373
1469,99,7,2,12400,55,0.44,BOAT-PROD-2023045010
1470,558,1,3,10976,89,0.81,BOAT-PROD-2024077634
1471,42,6,3,6400,39,0.61,BOAT-PROD-2023027925
1472,492,1,3,6400,71,1.11,BOAT-PROD-2024057777
1473,704,6,2,7560,46,0.61,BOAT-PROD-2024126454
1474,51,1,1,6400,30,0.47,BOAT-PROD-2023028381
1475,385,4,2,10048,79,0.79,BOAT-PROD-2024011675
1476,141,7,1,6312,71,1.12,BOAT-PROD-2023054416
1477,602,3,1,6400,11,0.17,BOAT-PROD-2024089876
1478,171,1,3,10296,121,1.18,BOAT-PROD-2023067080
1479,256,16,3,11296,93,0.82,BOAT-PROD-2023095675
1480,215,3,1,20456,211,1.03,BOAT-PROD-2023084101
1481,185,12,2,2800,17,0.61,BOAT-PROD-2023079593
1482,193,15,1,14512,90,0.62,BOAT-PROD-2023078656
1483,569,11,1,632,3,0.47,BOAT-PROD-2024079921
1484,466,12,1,2800,32,1.14,BOAT-PROD-2024042904
1485,702,14,3,2000,8,0.4,BOAT-PROD-2024127779
1486,371,8,2,3656,20,0.55,BOAT-PROD-2024018112
1487,590,6,2,6400,35,0.55,BOAT-PROD-2024084436
1488,220,15,2,4800,43,0.9,BOAT-PROD-2023082857
1489,598,1,1,18592,56,0.3,BOAT-PROD-2024083302
1490,614,11,1,480,1,0.21,BOAT-PROD-2024095655
1491,298,6,1,6400,25,0.39,BOAT-PROD-2023109994
1492,393,5,1,7416,35,0.47,BOAT-PROD-2024019800
1493,690,10,2,2792,25,0.9,BOAT-PROD-2024114521
1494,420,12,2,2800,31,1.11,BOAT-PROD-2024022515
1495,252,9,1,3656,18,0.49,BOAT-PROD-2023098329
