procurement_id,order_date_key,product_id,supplier_id,order_quantity,unit_cost,total_cost,lead_time_days,delivery_date_key,quality_score,po_number
339,598,7,1,400,12.99,5196.0,10,608,95.9,PO-BOAT-2024-834188
340,343,7,1,400,12.99,5196.0,14,357,98.8,PO-BOAT-2023-501684
341,588,5,5,400,24.99,9996.0,14,602,96.0,PO-BOAT-2024-968276
342,479,9,6,400,6.99,2796.0,12,491,94.9,PO-BOAT-2024-983471
343,713,7,7,400,12.99,5196.0,11,724,96.5,PO-BOAT-2024-809177
344,460,16,5,400,19.99,7996.0,8,468,96.5,PO-BOAT-2024-464813
345,556,9,2,400,6.99,2796.0,10,566,97.0,PO-BOAT-2024-240506
346,524,16,7,400,19.99,7996.0,12,536,95.3,PO-BOAT-2024-868504
347,193,3,1,400,13.99,5596.0,11,204,98.1,PO-BOAT-2023-380657
348,25,1,7,416,18.99,7899.84,14,39,94.4,PO-BOAT-2023-383289
349,493,10,3,400,54.99,21996.0,17,510,97.7,PO-BOAT-2024-763743
350,419,15,3,904,15.99,14454.96,7,426,99.9,PO-BOAT-2024-851383
351,503,1,7,400,18.99,7596.0,6,509,96.3,PO-BOAT-2024-572348
352,114,4,7,872,10.99,9583.28,11,125,95.0,PO-BOAT-2023-105808
353,365,1,6,496,18.99,9419.04,6,371,97.4,PO-BOAT-2023-263635
354,242,4,3,408,10.99,4483.92,7,249,99.8,PO-BOAT-2023-194001
355,380,3,6,400,13.99,5596.0,5,385,95.7,PO-BOAT-2024-707180
356,423,4,1,400,10.99,4396.0,12,435,97.2,PO-BOAT-2024-180920
357,221,4,5,400,10.99,4396.0,14,235,96.2,PO-BOAT-2023-934876
358,516,7,1,504,12.99,6546.96,7,523,98.4,PO-BOAT-2024-345986
359,588,16,3,400,19.99,7996.0,7,595,100.0,PO-BOAT-2024-511263
360,416,13,6,400,16.99,6796.0,9,425,95.6,PO-BOAT-2024-539618
361,85,1,7,400,18.99,7596.0,11,96,94.4,PO-BOAT-2023-580228
362,467,11,2,400,39.99,15996.0,14,481,96.7,PO-BOAT-2024-415475
363,17,7,1,400,12.99,5196.0,13,30,97.6,PO-BOAT-2023-744148
364,711,13,1,400,16.99,6796.0,9,720,96.5,PO-BOAT-2024-157163
365,446,6,5,400,15.99,6396.0,13,459,96.5,PO-BOAT-2024-294845
366,486,2,1,400,17.99,7196.0,7,493,99.0,PO-BOAT-2024-978556
367,1,2,1,400,17.99,7196.0,12,13,96.4,PO-BOAT-2023-978132
368,144,11,4,400,39.99,15996.0,7,151,97.2,PO-BOAT-2023-913725
369,471,1,7,400,18.99,7596.0,5,476,96.7,PO-BOAT-2024-843798
370,374,5,5,400,24.99,9996.0,13,387,94.1,PO-BOAT-2024-312224
371,157,3,1,472,13.99,6603.28,13,170,95.9,PO-BOAT-2023-158895
372,315,15,4,400,15.99,6396.0,13,328,97.5,PO-BOAT-2023-516607
373,192,7,5,400,12.99,5196.0,14,206,93.7,PO-BOAT-2023-704168
374,449,8,1,400,9.99,3996.0,17,466,98.9,PO-BOAT-2024-770863
375,645,4,7,400,10.99,4396.0,11,656,95.6,PO-BOAT-2024-208956
376,100,9,5,400,6.99,2796.0,14,114,93.6,PO-BOAT-2023-752138
377,566,16,4,400,19.99,7996.0,11,577,98.4,PO-BOAT-2024-967588
378,85,13,1,400,16.99,6796.0,15,100,96.4,PO-BOAT-2023-638040
379,284,8,6,536,9.99,5354.64,9,293,96.6,PO-BOAT-2023-574290
380,687,7,7,400,12.99,5196.0,13,700,93.5,PO-BOAT-2024-915460
381,599,15,2,400,15.99,6396.0,15,614,97.8,PO-BOAT-2024-664020
382,462,6,6,520,15.99,8314.8,9,471,97.5,PO-BOAT-2024-296499
383,124,7,6,400,12.99,5196.0,5,129,96.1,PO-BOAT-2023-561661
384,20,11,1,400,39.99,15996.0,12,32,97.9,PO-BOAT-2023-472173
385,269,11,1,400,39.99,15996.0,10,279,97.0,PO-BOAT-2023-999568
386,256,10,2,400,54.99,21996.0,12,268,96.3,PO-BOAT-2023-901864
387,659,14,6,400,13.99,5596.0,5,664,95.9,PO-BOAT-2024-660683
388,44,5,2,400,24.99,9996.0,13,57,96.0,PO-BOAT-2023-738715
389,100,5,6,400,24.99,9996.0,6,106,96.4,PO-BOAT-2023-571209
390,731,5,1,400,24.99,9996.0,16,731,96.6,PO-BOAT-2024-770957
391,71,3,2,416,13.99,5819.84,17,88,95.2,PO-BOAT-2023-697750
392,441,11,4,400,39.99,15996.0,15,456,96.2,PO-BOAT-2024-333529
393,287,9,1,576,6.99,4026.24,8,295,97.0,PO-BOAT-2023-637560
394,578,16,6,400,19.99,7996.0,14,592,97.0,PO-BOAT-2024-127612
395,50,7,3,400,12.99,5196.0,11,61,97.8,PO-BOAT-2023-420104
396,479,5,3,440,24.99,10995.6,12,491,98.8,PO-BOAT-2024-672869
397,315,10,1,400,54.99,21996.0,10,325,98.0,PO-BOAT-2023-263277
398,464,9,4,400,6.99,2796.0,18,482,98.4,PO-BOAT-2024-176173
399,378,9,5,400,6.99,2796.0,15,393,95.9,PO-BOAT-2024-122134
400,81,14,5,400,13.99,5596.0,17,98,93.7,PO-BOAT-2023-543281
401,435,4,7,400,10.99,4396.0,9,444,94.1,PO-BOAT-2024-184641
402,497,11,4,400,39.99,15996.0,18,515,97.5,PO-BOAT-2024-207821
403,182,12,4,400,11.99,4796.0,16,198,97.0,PO-BOAT-2023-102053
404,657,12,4,400,11.99,4796.0,15,672,99.8,PO-BOAT-2024-458913
405,689,4,6,872,10.99,9583.28,13,702,94.4,PO-BOAT-2024-811293
406,196,13,1,400,16.99,6796.0,14,210,98.3,PO-BOAT-2023-718039
407,712,6,6,608,15.99,9721.92,9,721,97.8,PO-BOAT-2024-135108
408,609,14,2,400,13.99,5596.0,8,617,97.8,PO-BOAT-2024-645181
409,140,5,7,400,24.99,9996.0,14,154,95.1,PO-BOAT-2023-556344
410,226,13,2,400,16.99,6796.0,16,242,96.0,PO-BOAT-2023-590991
411,9,12,4,400,11.99,4796.0,16,25,97.0,PO-BOAT-2023-983748
412,53,10,3,400,54.99,21996.0,9,62,100.0,PO-BOAT-2023-178940
413,328,7,5,400,12.99,5196.0,9,337,96.9,PO-BOAT-2023-949146
414,431,7,4,400,12.99,5196.0,16,447,99.2,PO-BOAT-2024-251962
415,188,6,4,408,15.99,6523.92,14,202,96.1,PO-BOAT-2023-443276
416,159,5,5,400,24.99,9996.0,13,172,95.5,PO-BOAT-2023-346193
417,440,9,5,400,6.99,2796.0,12,452,94.6,PO-BOAT-2024-827842
418,180,4,3,424,10.99,4659.76,8,188,97.1,PO-BOAT-2023-764365
419,468,3,1,760,13.99,10632.4,12,480,97.4,PO-BOAT-2024-731264
420,117,14,3,400,13.99,5596.0,12,129,99.5,PO-BOAT-2023-207645
421,355,1,2,1120,18.99,21268.8,12,367,98.7,PO-BOAT-2023-945136
422,583,7,2,768,12.99,9976.32,14,597,96.2,PO-BOAT-2024-628734
423,699,5,7,448,24.99,11195.52,6,705,94.8,PO-BOAT-2024-274939
424,666,3,7,400,13.99,5596.0,8,674,93.5,PO-BOAT-2024-346129
425,31,1,3,400,18.99,7596.0,10,41,98.4,PO-BOAT-2023-936428
426,630,9,6,400,6.99,2796.0,11,641,95.1,PO-BOAT-2024-558411
427,97,2,2,720,17.99,12952.8,10,107,96.3,PO-BOAT-2023-112914
428,194,14,4,400,13.99,5596.0,12,206,99.0,PO-BOAT-2023-855427
429,514,12,5,400,11.99,4796.0,15,529,94.2,PO-BOAT-2024-406819
430,371,2,1,400,17.99,7196.0,9,380,97.6,PO-BOAT-2024-296274
431,276,2,3,768,17.99,13816.32,18,294,96.9,PO-BOAT-2023-298468
432,265,6,7,768,15.99,12280.32,11,276,96.4,PO-BOAT-2023-264864
433,557,16,6,824,19.99,16471.76,12,569,96.7,PO-BOAT-2024-499013
434,138,3,1,400,13.99,5596.0,15,153,96.0,PO-BOAT-2023-809296
435,242,15,2,560,15.99,8954.4,18,260,97.5,PO-BOAT-2023-528624
436,602,8,4,400,9.99,3996.0,8,610,97.4,PO-BOAT-2024-991409
437,282,10,2,400,54.99,21996.0,7,289,98.8,PO-BOAT-2023-325472
438,114,4,7,800,10.99,8792.0,9,123,96.6,PO-BOAT-2023-565387
439,205,7,4,400,12.99,5196.0,18,223,98.1,PO-BOAT-2023-830432
440,316,14,6,400,13.99,5596.0,6,322,94.7,PO-BOAT-2023-560933
441,158,15,5,488,15.99,7803.12,15,173,93.6,PO-BOAT-2023-948076
442,295,1,6,400,18.99,7596.0,13,308,94.5,PO-BOAT-2023-711659
443,171,10,5,400,54.99,21996.0,9,180,96.3,PO-BOAT-2023-786520
444,162,13,7,400,16.99,6796.0,14,176,94.5,PO-BOAT-2023-967843
445,262,6,3,400,15.99,6396.0,10,272,99.1,PO-BOAT-2023-610363
446,415,16,7,832,19.99,16631.68,9,424,94.2,PO-BOAT-2024-266233
447,709,12,6,400,11.99,4796.0,7,716,94.4,PO-BOAT-2024-667963
448,405,14,6,400,13.99,5596.0,11,416,97.1,PO-BOAT-2024-809474
449,387,14,3,400,13.99,5596.0,16,403,98.8,PO-BOAT-2024-505425
450,65,16,1,512,19.99,10234.88,8,73,97.7,PO-BOAT-2023-494350
451,547,15,1,400,15.99,6396.0,16,563,98.7,PO-BOAT-2024-312250
452,450,14,5,400,13.99,5596.0,7,457,97.3,PO-BOAT-2024-789987
453,545,1,7,400,18.99,7596.0,7,552,95.4,PO-BOAT-2024-174032
454,522,4,4,400,10.99,4396.0,18,540,97.4,PO-BOAT-2024-420999
455,702,4,6,416,10.99,4571.84,12,714,97.0,PO-BOAT-2024-210949
456,75,1,7,664,18.99,12609.36,8,83,95.4,PO-BOAT-2023-477795
457,405,9,4,400,6.99,2796.0,17,422,98.9,PO-BOAT-2024-284766
458,416,14,3,400,13.99,5596.0,13,429,98.5,PO-BOAT-2024-176879
459,548,10,2,400,54.99,21996.0,15,563,97.0,PO-BOAT-2024-710726
460,190,10,6,400,54.99,21996.0,13,203,97.4,PO-BOAT-2023-896598
461,198,1,7,400,18.99,7596.0,5,203,95.0,PO-BOAT-2023-196219
462,314,2,1,400,17.99,7196.0,18,332,96.2,PO-BOAT-2023-314263
463,258,4,6,400,10.99,4396.0,11,269,95.8,PO-BOAT-2023-632250
464,671,1,6,448,18.99,8507.52,13,684,94.9,PO-BOAT-2024-920041
465,472,9,7,400,6.99,2796.0,12,484,93.4,PO-BOAT-2024-218415
466,274,2,7,400,17.99,7196.0,12,286,96.9,PO-BOAT-2023-995146
467,66,16,4,400,19.99,7996.0,10,76,99.0,PO-BOAT-2023-176186
468,135,8,6,400,9.99,3996.0,13,148,94.0,PO-BOAT-2023-419217
469,407,1,2,400,18.99,7596.0,10,417,95.0,PO-BOAT-2024-719994
470,116,2,4,584,17.99,10506.16,13,129,98.0,PO-BOAT-2023-925337
471,130,15,3,872,15.99,13943.28,15,145,99.1,PO-BOAT-2023-134547
472,471,4,1,400,10.99,4396.0,14,485,96.6,PO-BOAT-2024-274201
473,115,5,5,400,24.99,9996.0,10,125,93.9,PO-BOAT-2023-267236
474,469,14,4,400,13.99,5596.0,11,480,97.5,PO-BOAT-2024-327754
475,101,8,1,400,9.99,3996.0,9,110,95.8,PO-BOAT-2023-653464
476,251,11,1,400,39.99,15996.0,11,262,96.2,PO-BOAT-2023-356374
477,356,6,7,568,15.99,9082.32,13,369,95.1,PO-BOAT-2023-196356
478,573,10,7,400,54.99,21996.0,7,580,93.0,PO-BOAT-2024-329266
479,3,5,1,832,24.99,20791.68,12,15,96.0,PO-BOAT-2023-575558
480,512,14,2,400,13.99,5596.0,16,528,95.2,PO-BOAT-2024-702716
481,586,8,3,400,9.99,3996.0,7,593,99.9,PO-BOAT-2024-965696
482,286,5,1,744,24.99,18592.56,9,295,98.5,PO-BOAT-2023-167565
483,243,3,2,400,13.99,5596.0,9,252,95.6,PO-BOAT-2023-784031
484,541,7,1,400,12.99,5196.0,7,548,96.2,PO-BOAT-2024-991889
485,475,3,5,824,13.99,11527.76,8,483,96.8,PO-BOAT-2024-426878
486,140,16,1,1424,19.99,28465.76,11,151,97.1,PO-BOAT-2023-506339
487,459,10,1,400,54.99,21996.0,13,472,95.6,PO-BOAT-2024-588032
488,8,8,4,400,9.99,3996.0,7,15,98.4,PO-BOAT-2023-396053
489,669,15,3,400,15.99,6396.0,15,684,96.2,PO-BOAT-2024-871564
490,245,6,7,400,15.99,6396.0,10,255,93.8,PO-BOAT-2023-316855
491,341,14,3,400,13.99,5596.0,18,359,96.9,PO-BOAT-2023-238461
492,39,3,3,1096,13.99,15333.04,16,55,97.2,PO-BOAT-2023-225322
493,617,7,4,400,12.99,5196.0,12,629,98.6,PO-BOAT-2024-949489
494,67,14,6,400,13.99,5596.0,8,75,96.4,PO-BOAT-2023-130742
495,411,2,5,528,17.99,9498.72,16,427,96.8,PO-BOAT-2024-967202
496,2,4,7,400,10.99,4396.0,12,14,94.1,PO-BOAT-2023-768703
497,50,13,7,400,16.99,6796.0,11,61,94.6,PO-BOAT-2023-350462
498,499,10,2,400,54.99,21996.0,13,512,95.7,PO-BOAT-2024-642615
499,18,10,3,400,54.99,21996.0,16,34,96.6,PO-BOAT-2023-435632
500,120,8,7,400,9.99,3996.0,5,125,96.1,PO-BOAT-2023-412941
501,98,2,1,432,17.99,7771.68,14,112,96.9,PO-BOAT-2023-197017
502,722,7,6,400,12.99,5196.0,6,728,94.9,PO-BOAT-2024-480342
503,395,1,1,400,18.99,7596.0,10,405,97.8,PO-BOAT-2024-905870
504,46,10,6,400,54.99,21996.0,10,56,95.8,PO-BOAT-2023-808333
505,156,4,6,400,10.99,4396.0,9,165,96.4,PO-BOAT-2023-161503
506,524,15,1,824,15.99,13175.76,16,540,95.6,PO-BOAT-2024-323985
507,239,5,2,400,24.99,9996.0,12,251,95.2,PO-BOAT-2023-647673
508,26,9,5,400,6.99,2796.0,18,44,93.6,PO-BOAT-2023-722681
509,686,3,1,560,13.99,7834.4,7,693,97.3,PO-BOAT-2024-460233
510,317,9,1,400,6.99,2796.0,9,326,97.1,PO-BOAT-2023-583893
511,609,3,4,400,13.99,5596.0,11,620,97.5,PO-BOAT-2024-510467
512,717,3,6,496,13.99,6939.04,13,730,96.3,PO-BOAT-2024-397558
513,1,14,2,400,13.99,5596.0,12,13,96.5,PO-BOAT-2023-879587
514,346,6,7,400,15.99,6396.0,12,358,96.0,PO-BOAT-2023-272666
515,135,4,1,688,10.99,7561.12,15,150,99.4,PO-BOAT-2023-184235
516,433,12,1,400,11.99,4796.0,17,450,96.9,PO-BOAT-2024-398115
517,395,12,4,400,11.99,4796.0,11,406,97.1,PO-BOAT-2024-249585
518,237,9,6,400,6.99,2796.0,12,249,94.3,PO-BOAT-2023-710316
519,196,13,4,400,16.99,6796.0,8,204,99.4,PO-BOAT-2023-480976
520,309,15,5,976,15.99,15606.24,15,324,97.3,PO-BOAT-2023-152156
521,353,11,2,400,39.99,15996.0,13,366,97.7,PO-BOAT-2023-467097
522,123,8,3,400,9.99,3996.0,13,136,99.7,PO-BOAT-2023-366628
523,297,10,2,400,54.99,21996.0,16,313,95.8,PO-BOAT-2023-532884
524,573,9,6,400,6.99,2796.0,14,587,93.9,PO-BOAT-2024-646001
525,538,15,2,672,15.99,10745.28,15,553,95.3,PO-BOAT-2024-844243
526,705,10,4,400,54.99,21996.0,9,714,99.2,PO-BOAT-2024-538663
527,405,3,1,400,13.99,5596.0,7,412,98.6,PO-BOAT-2024-113373
528,657,5,2,456,24.99,11395.44,12,669,98.4,PO-BOAT-2024-311973
529,429,12,6,400,11.99,4796.0,6,435,95.6,PO-BOAT-2024-295533
530,350,7,2,400,12.99,5196.0,12,362,96.0,PO-BOAT-2023-172628
531,316,15,4,400,15.99,6396.0,8,324,97.5,PO-BOAT-2023-570948
532,727,16,5,1000,19.99,19990.0,11,731,95.7,PO-BOAT-2024-680606
533,482,6,1,400,15.99,6396.0,10,492,98.5,PO-BOAT-2024-740659
534,579,13,6,400,16.99,6796.0,6,585,93.9,PO-BOAT-2024-900322
535,220,4,5,400,10.99,4396.0,17,237,96.1,PO-BOAT-2023-471143
536,381,9,4,400,6.99,2796.0,7,388,99.0,PO-BOAT-2024-501360
537,449,10,3,400,54.99,21996.0,14,463,97.6,PO-BOAT-2024-586053
538,567,14,5,400,13.99,5596.0,12,579,97.1,PO-BOAT-2024-682044
539,666,14,3,400,13.99,5596.0,17,683,96.5,PO-BOAT-2024-420552
540,417,10,2,400,54.99,21996.0,16,433,97.1,PO-BOAT-2024-262783
541,141,8,3,400,9.99,3996.0,16,157,98.4,PO-BOAT-2023-278920
542,337,15,5,968,15.99,15478.32,15,352,94.9,PO-BOAT-2023-451217
543,212,7,7,400,12.99,5196.0,13,225,95.6,PO-BOAT-2023-260566
544,196,3,3,400,13.99,5596.0,10,206,96.9,PO-BOAT-2023-805249
545,426,12,7,400,11.99,4796.0,10,436,96.2,PO-BOAT-2024-223544
546,677,16,5,1224,19.99,24467.76,16,693,96.7,PO-BOAT-2024-654797
547,347,16,1,1680,19.99,33583.2,10,357,98.7,PO-BOAT-2023-908840
548,557,11,1,400,39.99,15996.0,7,564,99.4,PO-BOAT-2024-612739
549,725,1,2,400,18.99,7596.0,15,731,95.7,PO-BOAT-2024-155660
550,260,13,2,400,16.99,6796.0,7,267,95.2,PO-BOAT-2023-551690
551,573,5,6,824,24.99,20591.76,14,587,94.4,PO-BOAT-2024-822081
552,430,13,7,400,16.99,6796.0,6,436,95.8,PO-BOAT-2024-444333
553,220,15,1,400,15.99,6396.0,16,236,97.3,PO-BOAT-2023-731113
554,258,3,3,400,13.99,5596.0,11,269,97.5,PO-BOAT-2023-840991
555,654,11,3,400,39.99,15996.0,8,662,99.6,PO-BOAT-2024-359243
556,549,11,5,400,39.99,15996.0,10,559,95.7,PO-BOAT-2024-420013
557,50,13,2,400,16.99,6796.0,17,67,96.1,PO-BOAT-2023-939893
558,303,2,3,544,17.99,9786.56,12,315,98.5,PO-BOAT-2023-584276
559,300,15,5,680,15.99,10873.2,18,318,95.1,PO-BOAT-2023-272034
560,570,7,6,400,12.99,5196.0,9,579,97.6,PO-BOAT-2024-612782
561,366,11,7,400,39.99,15996.0,14,380,93.2,PO-BOAT-2024-799165
562,422,4,1,400,10.99,4396.0,12,434,98.2,PO-BOAT-2024-214514
563,619,6,3,400,15.99,6396.0,10,629,96.3,PO-BOAT-2024-570109
564,481,15,4,400,15.99,6396.0,9,490,99.7,PO-BOAT-2024-918069
565,309,12,5,400,11.99,4796.0,15,324,93.8,PO-BOAT-2023-763816
566,53,2,6,400,17.99,7196.0,6,59,96.1,PO-BOAT-2023-593660
567,711,5,7,400,24.99,9996.0,7,718,96.4,PO-BOAT-2024-548538
568,637,3,6,400,13.99,5596.0,8,645,95.6,PO-BOAT-2024-660057
569,91,1,1,400,18.99,7596.0,15,106,99.5,PO-BOAT-2023-302142
570,275,5,3,400,24.99,9996.0,17,292,98.0,PO-BOAT-2023-225115
571,174,12,7,400,11.99,4796.0,11,185,93.4,PO-BOAT-2023-213930
572,133,10,6,400,54.99,21996.0,7,140,93.9,PO-BOAT-2023-314929
573,214,7,3,400,12.99,5196.0,10,224,99.0,PO-BOAT-2023-427193
574,298,15,1,672,15.99,10745.28,12,310,98.7,PO-BOAT-2023-537842
575,533,9,7,400,6.99,2796.0,8,541,93.2,PO-BOAT-2024-202459
576,554,2,7,816,17.99,14679.84,14,568,93.6,PO-BOAT-2024-521971
577,468,13,2,400,16.99,6796.0,7,475,97.0,PO-BOAT-2024-778557
578,371,1,5,400,18.99,7596.0,15,386,94.3,PO-BOAT-2024-230626
579,53,16,3,496,19.99,9915.04,15,68,99.0,PO-BOAT-2023-209103
580,17,7,4,400,12.99,5196.0,15,32,98.0,PO-BOAT-2023-149534
581,85,14,6,400,13.99,5596.0,6,91,95.8,PO-BOAT-2023-750977
582,472,9,1,400,6.99,2796.0,11,483,96.6,PO-BOAT-2024-521681
583,568,7,7,400,12.99,5196.0,7,575,94.6,PO-BOAT-2024-589987
584,206,4,2,400,10.99,4396.0,15,221,96.6,PO-BOAT-2023-901217
585,111,2,7,400,17.99,7196.0,9,120,95.2,PO-BOAT-2023-823042
586,92,6,1,608,15.99,9721.92,9,101,98.6,PO-BOAT-2023-718106
587,317,10,6,400,54.99,21996.0,5,322,95.0,PO-BOAT-2023-107083
588,698,5,6,1664,24.99,41583.36,13,711,96.9,PO-BOAT-2024-341022
589,262,9,3,400,6.99,2796.0,13,275,97.3,PO-BOAT-2023-532452
590,591,5,3,400,24.99,9996.0,10,601,98.3,PO-BOAT-2024-526898
591,413,12,5,400,11.99,4796.0,10,423,97.2,PO-BOAT-2024-598140
592,5,9,6,400,6.99,2796.0,12,17,97.0,PO-BOAT-2023-918884
593,350,7,5,400,12.99,5196.0,12,362,97.1,PO-BOAT-2023-791181
594,414,15,5,1480,15.99,23665.2,15,429,94.5,PO-BOAT-2024-283402
595,693,7,1,400,12.99,5196.0,13,706,95.7,PO-BOAT-2024-350108
596,106,15,2,400,15.99,6396.0,18,124,96.7,PO-BOAT-2023-646417
597,660,11,4,400,39.99,15996.0,14,674,97.1,PO-BOAT-2024-115069
598,203,3,4,400,13.99,5596.0,17,220,96.9,PO-BOAT-2023-633528
599,630,8,1,400,9.99,3996.0,10,640,97.9,PO-BOAT-2024-537726
600,220,8,4,400,9.99,3996.0,15,235,98.6,PO-BOAT-2023-565808
601,176,10,5,400,54.99,21996.0,15,191,94.8,PO-BOAT-2023-765009
602,200,8,5,400,9.99,3996.0,7,207,96.6,PO-BOAT-2023-262804
603,242,6,7,408,15.99,6523.92,13,255,93.3,PO-BOAT-2023-546377
604,271,15,5,1192,15.99,19060.08,10,281,96.8,PO-BOAT-2023-542230
605,433,9,5,400,6.99,2796.0,9,442,93.7,PO-BOAT-2024-275524
606,347,4,6,400,10.99,4396.0,6,353,97.2,PO-BOAT-2023-189650
607,537,4,3,416,10.99,4571.84,9,546,97.1,PO-BOAT-2024-154511
608,677,6,7,856,15.99,13687.44,5,682,93.2,PO-BOAT-2024-703983
609,448,15,3,776,15.99,12408.24,8,456,97.3,PO-BOAT-2024-181222
610,543,14,7,400,13.99,5596.0,5,548,93.9,PO-BOAT-2024-558776
611,274,13,1,400,16.99,6796.0,9,283,95.6,PO-BOAT-2023-689133
612,598,14,2,400,13.99,5596.0,15,613,96.6,PO-BOAT-2024-628263
613,662,3,3,504,13.99,7050.96,14,676,98.3,PO-BOAT-2024-683174
614,442,16,4,400,19.99,7996.0,10,452,99.1,PO-BOAT-2024-236245
615,463,16,7,400,19.99,7996.0,5,468,95.7,PO-BOAT-2024-894901
616,281,2,2,400,17.99,7196.0,12,293,97.4,PO-BOAT-2023-840187
617,729,11,2,400,39.99,15996.0,16,731,95.0,PO-BOAT-2024-477208
618,438,16,7,1152,19.99,23028.48,11,449,95.3,PO-BOAT-2024-363200
619,502,16,6,528,19.99,10554.72,11,513,97.5,PO-BOAT-2024-355520
620,463,10,6,400,54.99,21996.0,10,473,95.5,PO-BOAT-2024-189781
621,299,5,7,400,24.99,9996.0,10,309,94.8,PO-BOAT-2023-605056
622,690,4,6,400,10.99,4396.0,14,704,94.4,PO-BOAT-2024-738985
623,567,16,3,688,19.99,13753.12,13,580,96.5,PO-BOAT-2024-814227
624,650,1,7,432,18.99,8203.68,12,662,94.1,PO-BOAT-2024-667622
625,445,13,5,400,16.99,6796.0,16,461,97.0,PO-BOAT-2024-495658
626,12,10,1,400,54.99,21996.0,12,24,95.5,PO-BOAT-2023-468477
627,242,15,7,592,15.99,9466.08,5,247,93.5,PO-BOAT-2023-602675
628,1,3,7,400,13.99,5596.0,14,15,95.1,PO-BOAT-2023-175103
629,249,16,4,400,19.99,7996.0,10,259,97.7,PO-BOAT-2023-531001
630,393,4,2,416,10.99,4571.84,7,400,95.7,PO-BOAT-2024-930778
631,412,12,5,400,11.99,4796.0,7,419,94.7,PO-BOAT-2024-614690
632,714,10,3,400,54.99,21996.0,16,730,99.6,PO-BOAT-2024-675587
633,692,4,1,552,10.99,6066.48,12,704,98.9,PO-BOAT-2024-115917
634,353,16,5,1408,19.99,28145.92,16,369,96.8,PO-BOAT-2023-584985
635,411,15,1,400,15.99,6396.0,18,429,97.5,PO-BOAT-2024-754988
636,402,4,7,400,10.99,4396.0,7,409,95.4,PO-BOAT-2024-133846
637,533,16,2,400,19.99,7996.0,16,549,96.0,PO-BOAT-2024-476402
638,68,15,1,400,15.99,6396.0,12,80,97.3,PO-BOAT-2023-482612
639,723,16,3,680,19.99,13593.2,10,731,98.6,PO-BOAT-2024-682215
640,409,16,1,1272,19.99,25427.28,17,426,97.5,PO-BOAT-2024-884560
641,531,2,7,592,17.99,10650.08,5,536,96.4,PO-BOAT-2024-453772
642,29,16,3,464,19.99,9275.36,17,46,99.1,PO-BOAT-2023-978820
643,158,3,3,448,13.99,6267.52,7,165,99.2,PO-BOAT-2023-882623
644,543,2,4,400,17.99,7196.0,13,556,99.4,PO-BOAT-2024-943143
645,265,1,6,400,18.99,7596.0,8,273,97.7,PO-BOAT-2023-561903
646,436,4,4,400,10.99,4396.0,9,445,97.1,PO-BOAT-2024-827312
647,632,2,3,400,17.99,7196.0,16,648,96.5,PO-BOAT-2024-188732
648,544,16,3,400,19.99,7996.0,13,557,99.5,PO-BOAT-2024-573484
649,445,16,3,400,19.99,7996.0,12,457,97.2,PO-BOAT-2024-923457
650,525,1,1,400,18.99,7596.0,9,534,97.2,PO-BOAT-2024-490827
651,356,15,2,400,15.99,6396.0,9,365,98.1,PO-BOAT-2023-425368
652,604,13,5,400,16.99,6796.0,16,620,95.1,PO-BOAT-2024-861197
653,341,8,1,400,9.99,3996.0,18,359,98.8,PO-BOAT-2023-220916
654,90,8,5,400,9.99,3996.0,15,105,93.6,PO-BOAT-2023-213224
655,350,9,3,400,6.99,2796.0,10,360,99.8,PO-BOAT-2023-652015
656,548,13,4,400,16.99,6796.0,18,566,97.5,PO-BOAT-2024-691140
657,78,8,2,400,9.99,3996.0,9,87,95.4,PO-BOAT-2023-878477
658,232,13,5,400,16.99,6796.0,17,249,96.3,PO-BOAT-2023-408602
659,526,9,2,400,6.99,2796.0,9,535,95.1,PO-BOAT-2024-306881
660,644,11,3,400,39.99,15996.0,12,656,99.4,PO-BOAT-2024-736127
661,84,7,5,400,12.99,5196.0,14,98,94.2,PO-BOAT-2023-520557
662,540,10,4,400,54.99,21996.0,15,555,97.8,PO-BOAT-2024-361663
663,23,13,1,400,16.99,6796.0,13,36,96.9,PO-BOAT-2023-652474
664,584,12,2,400,11.99,4796.0,17,601,96.3,PO-BOAT-2024-925755
665,637,15,1,608,15.99,9721.92,14,651,97.3,PO-BOAT-2024-498087
666,390,1,4,400,18.99,7596.0,17,407,98.7,PO-BOAT-2024-311526
667,121,11,6,400,39.99,15996.0,9,130,97.3,PO-BOAT-2023-501636
668,596,11,4,400,39.99,15996.0,13,609,97.8,PO-BOAT-2024-444389
669,32,11,7,400,39.99,15996.0,7,39,93.0,PO-BOAT-2023-734169
670,83,6,3,400,15.99,6396.0,9,92,98.2,PO-BOAT-2023-754919
671,237,3,6,432,13.99,6043.68,13,250,97.5,PO-BOAT-2023-653985
672,667,6,2,400,15.99,6396.0,13,680,97.1,PO-BOAT-2024-226963
673,9,2,2,400,17.99,7196.0,11,20,97.9,PO-BOAT-2023-646209
674,31,9,4,400,6.99,2796.0,16,47,97.5,PO-BOAT-2023-108552
675,473,7,5,400,12.99,5196.0,10,483,95.8,PO-BOAT-2024-182543
676,40,1,3,400,18.99,7596.0,12,52,98.4,PO-BOAT-2023-882117
677,443,5,6,1032,24.99,25789.68,5,448,96.5,PO-BOAT-2024-928326
